YAL007C	YAR002C-A	YGL200C
YIL063C	YHR064C	YMR309C	
YBL093C	YDL005C	YDR308C	YER022W	YGL025C	YGL127C	YOL051W	YOR174W	YPR070W	YPR168W	YGL151W	YNL236W	
YBL093C	YDL005C	YDR308C	YER022W	YGL025C	YGL127C	YOL051W	YOR174W	YPR070W	YNL236W	YLR071C	
YBL093C	YDL005C	YDR308C	YER022W	YGL025C	YGL127C	YOL051W	YPR070W	YPR168W	YGL151W	YNL236W	YGR104C	
YBL093C	YDL005C	YDR308C	YER022W	YGL025C	YGL127C	YOL051W	YPR070W	YNL236W	YGR104C	YLR071C	
YBL093C	YDL005C	YER022W	YGL127C	YHR041C	YOL051W	YOR174W	YPR168W	
YBL093C	YDL005C	YER022W	YGL127C	YHR041C	YOL051W	YPR168W	YGR104C	
YNL209W	YMR288W	YDR099W	
YOR159C	YMR288W	YDR099W	
YMR288W	YBR011C	YMR240C	
YOR159C	YKL173W	YGR074W	YLR147C	YPR182W	YBR055C	YER029C	
YOR159C	YKL173W	YGR074W	YLR147C	YPR182W	YBR055C	YER172C	
YOR159C	YKL173W	YLR147C	YPR182W	YBR055C	YER029C	YGR091W	
YOR159C	YKL173W	YLR147C	YPR182W	YBR055C	YER172C	YGR091W	
YOR159C	YLR147C	YBR055C	YER112W	YGR091W	
YKL173W	YPR178W	YGR074W	YPR182W	YBR055C	YER029C	
YKL173W	YPR178W	YGR074W	YPR182W	YBR055C	YER172C	
YKL173W	YPR178W	YPR182W	YBR055C	YER029C	YGR091W	
YKL173W	YPR178W	YPR182W	YBR055C	YER172C	YGR091W	
YKL173W	YLR147C	YBR055C	YER029C	YGR091W	YOR308C	
YKL173W	YLR147C	YBR055C	YER172C	YGR091W	YOR308C	
YKL173W	YPR182W	YBR055C	YDR473C	YER172C	YGR091W	
YKL173W	YBR055C	YDR473C	YER172C	YGR091W	YOR308C	
YGR002C	YJL081C	YNL097C	YOR244W	YFL024C	
YLR347C	YNL330C	YPR023C	
YBR119W	YOR159C	YLR147C	YPR182W	YIL061C	YKL012W	YLR275W	YDR240C	
YBR119W	YOR159C	YLR147C	YIL061C	YKL012W	YLR275W	YDR240C	YLR298C	
YBR119W	YOR159C	YLR147C	YIL061C	YKL012W	YLR275W	YFL018W-A	
YBR119W	YPR182W	YGR013W	YIL061C	YKL012W	YLR275W	YDR240C	
YBR119W	YGR013W	YIL061C	YKL012W	YLR275W	YDR240C	YLR298C	
YBR119W	YGR013W	YIL061C	YKL012W	YLR275W	YFL018W-A	
YPR169W	YBR142W	YDR496C	
YPR169W	YBR142W	YPR161C	
YHR052W	YMR229C	YBR142W	
YHR052W	YBR142W	YER035W	
YMR229C	YBR142W	YNL061W	YDR496C	
YMR229C	YBR142W	YNL061W	YPR161C	
YMR229C	YBR142W	YGR103W	
YPR080W	YDR347W	YHL004W	
YIL070C	YBR251W	YDR175C	YDR337W	YDR347W	YGR165W	YIL093C	YER050C	
YIL070C	YBR251W	YDR175C	YDR337W	YDR347W	YGR165W	YNL137C	YER050C	
YIL070C	YBR251W	YDR175C	YDR347W	YGR165W	YHL004W	YNL137C	YOR158W	YER050C	
YIL070C	YBR251W	YDR175C	YDR347W	YGR165W	YIL093C	YOR158W	YER050C	
YKL155C	YIL070C	YBR251W	YDR175C	YDR337W	YGR165W	YJR113C	YER050C	
YKL155C	YIL070C	YBR251W	YDR175C	YGR165W	YJR113C	YOR158W	YER050C	
YIL070C	YBR251W	YDR175C	YDR337W	YGR165W	YIL093C	YJR113C	YER050C	
YIL070C	YBR251W	YDR175C	YGR165W	YIL093C	YJR113C	YOR158W	YER050C	
YIL035C	YOR355W	YOR123C	
YNL189W	YOR355W	YOR123C	
YNL189W	YLR418C	YOR123C	
YOR355W	YGL244W	YOR123C	
YDL014W	YDL040C	YHR013C	
YDL014W	YHR013C	YMR049C	
YDR381W	YKR048C	YHR013C	
YDR381W	YHR013C	YMR049C	
YNL209W	YKR048C	YHR013C	
YDL150W	YOR210W	YPR110C	YKR025W	YOR116C	YOR207C	YJL011C	YPR190C	
YDL150W	YPR110C	YPR187W	YOR116C	YOR207C	YJL011C	YOL021C	
YDL150W	YPR110C	YKR025W	YOR116C	YOR207C	YJL011C	YPR190C	YOL021C	
YDL014W	YNL308C	YGR090W	YPL220W	
YDL014W	YJL050W	YPL220W	
YNL308C	YMR290C	YPL220W	
YMR290C	YJL050W	YPL220W	
YDR381W	YNL287W	YDL145C	
YIL035C	YGL137W	YNL287W	
YGL137W	YNL287W	YDL145C	YDR238C	YIL076W	
YDR381W	YDL145C	YHR066W	
YBR009C	YDR174W	YPR164W	
YBR009C	YLR150W	YPR164W	
YJL052W	YJR009C	YPR164W	
YJL052W	YPR164W	YDR510W	
YDR054C	YJR009C	YPR164W	
YPL240C	YMR186W	YDR168W	
YDR101C	YDR168W	YDR502C	
YER025W	YDR211W	YNL186W	
YJL034W	YJR104C	YKL117W	
YBR109C	YJL115W	YJR104C	
YIL035C	YAR010C	YKL088W	
YEL026W	YHR165C	YLL002W	
YNL209W	YPL004C	YLL002W	
YJL052W	YJR009C	YLL002W	
YLR150W	YER151C	YMR173W	
YGL106W	YER151C	YMR173W	
YDR363W-A	YER151C	YMR173W	
YER151C	YOL109W	YMR173W	
YLR347C	YNL189W	YOR001W	YOL021C	YHR069C	
YCR035C	YNL232W	YHR069C	YKL129C	
YDR381W	YPL004C	YMR282C	
YDR381W	YDR099W	YMR282C	
YDR388W	YMR186W	YMR282C	
YPL004C	YMR186W	YMR282C	
YPL004C	YDL097C	YMR282C	
YDR385W	YMR186W	YMR282C	
YMR186W	YDR099W	YMR282C	
YMR186W	YFR053C	YMR282C	
YDL147W	YDL007W	YDL097C	YPR108W	YMR282C	
YAL007C	YBL003C	YJL034W	
YBL003C	YJL034W	YLR429W	YIL103W	
YBL003C	YJL034W	YFL013C	
YDR381W	YKL155C	YIL070C	YBR251W	YER050C	
YKL155C	YIL070C	YBR251W	YDR175C	YGR165W	YHL004W	YOR158W	YER050C	
YLR115W	YLR277C	YPL240C	
YLR115W	YPL240C	YMR186W	
YKL191W	YEL030W	YIL103W	
YEL030W	YBR079C	YNL250W	
YEL030W	YIL103W	YJL138C	
YEL030W	YNL250W	YJL138C	
YDR381W	YDR174W	YDR283C	
YDR381W	YML010W	YDR283C	
YDR381W	YDR283C	YNR051C	
YLR150W	YDR283C	YOR257W	
YLR150W	YDR283C	YNR051C	
YLR150W	YBL093C	YGL127C	YOL135C	
YLR150W	YOL135C	YGL227W	
YBL093C	YDR308C	YER022W	YGL127C	YOL051W	YOL135C	YOR174W	YPR070W	YPR168W	YGL151W	YNL236W	
YBL093C	YDR308C	YER022W	YGL127C	YOL051W	YOL135C	YPR070W	YPR168W	YGL151W	YNL236W	YGR104C	
YBL093C	YER022W	YGL127C	YHR041C	YOL051W	YOL135C	YOR174W	YPR168W	
YBL093C	YER022W	YGL127C	YHR041C	YOL051W	YOL135C	YPR168W	YGR104C	
YER022W	YOL135C	YGL151W	YNL236W	YGL227W	
YIL148W	YKL010C	YMR186W	
YBR072W	YBR127C	YKL010C	
YER146W	YJR022W	YDR473C	YNL147W	YGR091W	
YER146W	YJR022W	YDR473C	YNL147W	YLR438C-A	
YER146W	YJR022W	YDR473C	YGR091W	YOR308C	
YER146W	YKL173W	YHR165C	YDR473C	YGR091W	YOR308C	YFL018W-A	
YER146W	YKL173W	YDR473C	YNL147W	YGR091W	YFL018W-A	
YER146W	YKL173W	YDR473C	YNL147W	YLR438C-A	
YJR022W	YPR182W	YDR473C	YER172C	YGR091W	
YJR022W	YDR473C	YER112W	YNL147W	YGR091W	
YJR022W	YDR473C	YER112W	YNL147W	YLR438C-A	
YJR022W	YDR473C	YNL147W	YER172C	YGR091W	
YJR022W	YDR473C	YER172C	YGR091W	YOR308C	
YKL173W	YHR165C	YPR182W	YDR473C	YER172C	YGR091W	
YKL173W	YHR165C	YDR473C	YER172C	YGR091W	YOR308C	YFL018W-A	
YKL173W	YDR473C	YNL147W	YER172C	YGR091W	YFL018W-A	
YLR429W	YJL076W	YCR043C	
YLR429W	YJL076W	YPR161C	
YLR429W	YJL076W	YKL126W	
YJL076W	YNL248C	YOR340C	YPR110C	
YJL076W	YNL248C	YPR161C	
YDL014W	YBR009C	YPR046W	
YBR009C	YPR052C	YPR046W	
YDL053C	YPR052C	YPR046W	
YBR119W	YGR074W	YPR182W	YGR013W	YKL012W	YLR275W	YDR240C	
YBR119W	YGR074W	YGR013W	YKL012W	YLR275W	YDR240C	YLR298C	
YBR119W	YGR074W	YGR013W	YKL012W	YLR275W	YFL018W-A	
YJL148W	YBR154C	YNL248C	YOR210W	YOR224C	YOR340C	YOR341W	
YBR081C	YDR176W	YMR223W	YBR198C	YOL148C	YPL254W	YGL112C	YGR252W	YDR448W	YPL047W	
YBR081C	YBR198C	YOL148C	YPL254W	YGL112C	YGR252W	YMR236W	YDR448W	
YGR002C	YJL081C	YNL107W	YOR244W	YPR023C	YEL018W	YHR090C	YNL136W	YJR082C	
YGR002C	YJL081C	YNL107W	YOR244W	YFL024C	YEL018W	YHR090C	YNL136W	YJR082C	
YDR381W	YDR174W	YGL244W	
YDR381W	YLR175W	YGL244W	
YDR381W	YLR418C	YBR279W	YGL244W	
YBL003C	YDR174W	YGL244W	
YBL003C	YML069W	YGL207W	YGL244W	
YDR174W	YGL070C	YGL244W	
YDR381W	YCL011C	YDR138W	YML062C	YNL139C	YJR032W	
YBL003C	YCL011C	YDR138W	
YDL053C	YPR067W	YCR043C	
YDL182W	YPR067W	YKL028W	
YFR037C	YML127W	YIL126W	YCR020W-B	YCR052W	YKR008W	YLR033W	YLR321C	YLR357W	YMR033W	YMR091C	YPR034W	
YFR037C	YML127W	YIL126W	YCR052W	YKR008W	YLR033W	YLR321C	YLR357W	YMR033W	YMR091C	YPR034W	YDR303C	
YFR037C	YIL126W	YCR020W-B	YCR052W	YGR275W	YKR008W	YLR033W	YLR321C	YLR357W	YMR033W	YMR091C	YPR034W	
YBR009C	YGR275W	YGR056W	
YFR037C	YIL126W	YCR052W	YGR275W	YKR008W	YLR033W	YLR321C	YMR033W	YMR091C	YPR034W	YGR056W	
YFR037C	YIL126W	YCR052W	YKR008W	YLR033W	YLR321C	YMR033W	YMR091C	YPR034W	YGR056W	YDR303C	
YDL014W	YGL049C	YOL139C	YGR162W	
YDL014W	YPL009C	YOL139C	
YDL014W	YCR060W	YOL139C	
YGL106W	YPR171W	YCR060W	YOL139C	
YGL106W	YJL138C	YOL139C	
YER162C	YPR110C	YNL151C	YJL011C	YPR190C	
YBR154C	YDL150W	YPR110C	YPR187W	YNL151C	YOR207C	YJL011C	YOL021C	
YBR154C	YDL150W	YPR110C	YKR025W	YNL151C	YOR207C	YJL011C	YOL021C	
YDL150W	YPR110C	YKR025W	YNL151C	YOR207C	YJL011C	YPR190C	YOL021C	
YDL014W	YNL308C	YGL213C	
YDL014W	YLR398C	YGL213C	YKL023W	
YDR381W	YNL308C	YGL213C	
YDR381W	YLR398C	YGL173C	YGL213C	YKL023W	
YLR150W	YLR398C	YGL173C	YGL213C	
YOR294W	YKR081C	YGL213C	YKL023W	
YDL014W	YBL003C	YPR161C	YKL023W	
YDL014W	YLR398C	YDR496C	YKL023W	
YOL012C	YPR161C	YKL023W	
YHR121W	YPR161C	YKL023W	
YOR294W	YKR081C	YPR161C	YKL023W	
YMR290C	YLR398C	YKL023W	
YGL173C	YPR161C	YKL023W	
YIL035C	YGR103W	YGR264C	
YIL035C	YDR172W	YGR264C	
YLR347C	YLL022C	YGR264C	
YLR347C	YFR015C	YGR264C	YLR258W	
YLR347C	YGR103W	YGR264C	
YLR347C	YDR172W	YGR264C	
YGL245W	YGL105W	YGR264C	
YGL105W	YGR264C	YGR128C	
YDR381W	YLR175W	YJL109C	YHR196W	
YDR381W	YJL033W	YHR196W	
YMR309C	YJL033W	YHR196W	
YHR165C	YLR147C	YDR416W	
YPL240C	YMR186W	YOR027W	YOL013C	
YLR249W	YMR186W	YOR027W	YOL013C	
YMR186W	YDR510W	YOR027W	
YBL003C	YDR174W	YGR250C	
YDR155C	YER162C	YKL212W	
YLR150W	YDR385W	YKL212W	
YER162C	YDR385W	YKL212W	
YDR155C	YMR186W	YLR027C	
YJL052W	YJR009C	YLR027C	
YMR186W	YJR009C	YLR027C	
YDR388W	YMR186W	YLR262C	
YGL245W	YMR186W	YLR262C	
YHR064C	YMR186W	YLR262C	
YHR064C	YGR285C	YLR262C	
YLR249W	YMR186W	YLR262C	
YMR186W	YKL081W	YLR262C	
YMR186W	YLL026W	YLR262C	
YMR186W	YDR099W	YLR262C	
YMR186W	YFR053C	YLR262C	
YKL081W	YPL048W	YLR262C	
YBL003C	YBR010W	YCR087C-A	
YBL003C	YCR087C-A	YLL004W	
YBL003C	YCR087C-A	YDL060W	
YBL003C	YCR087C-A	YJL168C	
YAL027W	YCR009C	YCR087C-A	YPL022W	
YCR087C-A	YLL004W	YML065W	
YCR087C-A	YML065W	YDL060W	
YCR087C-A	YDL060W	YDR365C	
YAL027W	YMR128W	YPR169W	
YMR128W	YPR169W	YKR081C	
YPR169W	YKR081C	YDL060W	YDR365C	YPR161C	
YPR169W	YKR081C	YJL168C	
YPR169W	YDL105W	YDR288W	YDR365C	
YHR062C	YLR347C	YKR081C	
YER110C	YMR229C	YHR066W	
YGR156W	YGL014W	YKL018W	YNL317W	
YDL014W	YER162C	YGL167C	
YDL014W	YGL167C	YER131W	
YAL062W	YGL207W	YLR418C	
YAL062W	YGL207W	YCR020W-B	
YAL062W	YCR020W-B	YLR321C	
YDL014W	YBL003C	YNL201C	
YBL002W	YBL003C	YKR048C	YNL201C	YDR225W	
YBL002W	YBL003C	YNL201C	YDR075W	YDR225W	
YBL002W	YML010W	YNL201C	YDR075W	
YOR361C	YML010W	YNL201C	
YDR054C	YMR314W	YOR210W	
YGL011C	YGR135W	YGR253C	YML092C	YMR314W	YOL038W	YOR362C	YBR173C	YER012W	YOR157C	
YBL003C	YDR075W	YJL138C	
YDR385W	YDR075W	YJL138C	
YDR174W	YLR429W	YBL071W-A	YEL037C	YIL103W	
YCR009C	YDR388W	YGL106W	YLR429W	YBL071W-A	YEL037C	
YGL106W	YLR429W	YBL071W-A	YEL037C	YIL103W	
YKL191W	YDR385W	YBL071W-A	YIL103W	
YDR385W	YBL071W-A	YEL037C	YIL103W	
YLR347C	YBL074C	YDL215C	
YOR159C	YBL074C	YGR074W	YHR165C	YLR147C	YPR182W	
YHL009W-B	YMR186W	YOR057W	
YLR197W	YGR198W	YNR051C	
YLR197W	YGR198W	YLR380W	
YBL093C	YBR193C	YBR253W	YER022W	YGL127C	YHR041C	YNR010W	YOL051W	YOR174W	YPR168W	
YBL093C	YBR193C	YBR253W	YER022W	YGL127C	YHR041C	YNR010W	YOL051W	YPR168W	YGR104C	
YHR041C	YEL056W	YGR104C	
YBR081C	YDR176W	YMR223W	YBR198C	YOL148C	YPL254W	YDR145W	YDR167W	YGL112C	YDR448W	YPL047W	
YBR081C	YDR176W	YMR223W	YBR198C	YOL148C	YPL254W	YDR145W	YGL112C	YDR392W	YDR448W	YPL047W	
YBR081C	YBR198C	YOL148C	YPL254W	YDR145W	YGL112C	YMR236W	YDR392W	YDR448W	
YBR009C	YCL040W	YFL013C	
YLR249W	YCL040W	YFL013C	
YDR381W	YDR174W	YOR217W	
YBL002W	YBL003C	YBR009C	YDR174W	YOR217W	YNL031C	
YBL002W	YBL003C	YBR009C	YMR072W	YOR217W	
YBL003C	YBR009C	YPR052C	YOR217W	
YBL003C	YDR174W	YER162C	YOR217W	
YBR009C	YKR081C	YOR217W	
YDR174W	YIL036W	YOR217W	
YER162C	YKR081C	YOR217W	
YBL003C	YBR010W	YDR174W	YBR049C	
YBL003C	YNL088W	YBR049C	
YDR381W	YDR174W	YBR247C	
YBL002W	YBL003C	YDR174W	YBR247C	
YDR176W	YMR223W	YOL148C	YPL254W	YDR145W	YDR167W	YGL112C	YDR448W	YGL066W	YPL047W	
YOL148C	YPL254W	YDR145W	YGL112C	YMR236W	YDR448W	YGL066W	
YBR154C	YDL150W	YOR210W	YOR224C	YOR207C	YJL011C	
YBR154C	YDL150W	YOR210W	YPR110C	YKR025W	YOR207C	YJL011C	
YBR154C	YDL150W	YOR224C	YOR207C	YJL011C	YOL021C	
YDL140C	YML010W	YGR063C	YGL070C	YIL021W	YOR151C	
YDL140C	YML010W	YDL115C	YGL070C	YIL021W	YOL005C	YOR151C	YOR210W	
YDL140C	YGR063C	YBR154C	YGL070C	YIL021W	YOR151C	YPR187W	
YDL140C	YBR154C	YDL115C	YGL070C	YIL021W	YOL005C	YOR151C	YOR210W	YOR224C	
YDL140C	YBR154C	YDL115C	YGL070C	YIL021W	YOL005C	YOR151C	YOR210W	YPR187W	
YDL140C	YBR154C	YGL070C	YIL021W	YOR151C	YPL129W	YPR187W	
YBR198C	YOL148C	YDR145W	YGL112C	YGR274C	YMR236W	
YDL014W	YBL003C	YHR118C	YER147C	
YDL014W	YMR229C	YGR090W	YER147C	
YBL003C	YBR010W	YER147C	
YBR010W	YMR229C	YER147C	
YHR121W	YHR118C	YER147C	
YHR121W	YGR090W	YER147C	
YBR119W	YOR159C	YGR074W	YLR147C	YER029C	YKL012W	YLR275W	YDR240C	YLR298C	
YLR347C	YDR240C	YLR298C	
YDR381W	YGL049C	YPR107C	
YHR121W	YKR092C	YEL055C	YMR093W	
YDR381W	YDR174W	YFL024C	YEL018W	YHR090C	
YDR381W	YFL024C	YEL018W	YHR090C	YJR082C	
YBL003C	YDR174W	YFL024C	YEL018W	YHR090C	
YBL003C	YJL081C	YOR244W	YFL024C	YEL018W	YHR090C	YJR082C	
YHR121W	YOR244W	YFL024C	YEL018W	YHR090C	YNL136W	YJR082C	
YIL148W	YOR355W	YLR380W	
YIL148W	YJL138C	YLR380W	
YLR429W	YJL138C	YLR380W	
YLR197W	YLR380W	YGR245C	
YER146W	YJR022W	YLR275W	YOR308C	
YER146W	YKL173W	YHR165C	YLR275W	YOR308C	YFL018W-A	
YJR022W	YLR147C	YER029C	YLR275W	YOR308C	
YJR022W	YLR147C	YER029C	YGR091W	YOR308C	
YJR022W	YLR147C	YLR275W	YER172C	YOR308C	
YJR022W	YLR147C	YER172C	YGR091W	YOR308C	
YKL173W	YHR165C	YLR147C	YER029C	YLR275W	YOR308C	YFL018W-A	
YKL173W	YHR165C	YLR147C	YER029C	YGR091W	YOR308C	YFL018W-A	
YKL173W	YHR165C	YLR147C	YLR275W	YER172C	YOR308C	YFL018W-A	
YKL173W	YHR165C	YLR147C	YER172C	YGR091W	YOR308C	YFL018W-A	
YDL215C	YOR308C	YNL031C	
YIL126W	YGR275W	YMR033W	YPR034W	YOR290C	
YKL172W	YLR196W	YGR124W	
YOR355W	YLR196W	YGR124W	
YDL014W	YBL003C	YBR009C	YOL004W	YMR075W	
YDL014W	YBR009C	YLR175W	YMR075W	
YBL002W	YBL003C	YBR009C	YMR075W	
YBL002W	YBL003C	YNL209W	YMR075W	
YBL003C	YNL209W	YJL168C	YMR075W	
YNL209W	YHR121W	YMR075W	
YNL189W	YOL004W	YPR023C	YMR075W	
YNL189W	YPR023C	YJL168C	YMR075W	
YDL014W	YDR060W	YOR206W	YPR045C	
YDL014W	YNL308C	YPR045C	
YDR381W	YOR206W	YPR045C	
YDR381W	YNL308C	YPR045C	
YDR381W	YPR045C	YOR091W	
YOR206W	YOR294W	YKR081C	YPR045C	
YBL003C	YBR010W	YDR174W	YAL011W	
YBL003C	YDR174W	YAL011W	YLR385C	
YML041C	YDR388W	YGL252C	
YDR507C	YLR314C	YDL105W	YDR288W	YDR365C	
YLR314C	YJL033W	YDL105W	YDR365C	
YDR381W	YCL011C	YHL034C	YNR051C	
YDR381W	YCL011C	YGL120C	
YDR381W	YCL011C	YER164W	
YBL003C	YCL011C	YHL034C	YPR161C	
YLR432W	YCL011C	YER164W	
YCL011C	YHL034C	YPR161C	YNR051C	
YCL011C	YKR081C	YER164W	
YCL011C	YKR081C	YPR161C	
YCL011C	YGL120C	YPR161C	
YBL003C	YJL081C	YLR399C	YLR385C	
YBL003C	YJL081C	YLR399C	YOR244W	YEL018W	YHR090C	
YBL003C	YML069W	YGL207W	YLR399C	
YGR002C	YJL081C	YPL235W	YLR399C	YPR023C	
YGR002C	YJL081C	YLR399C	YOR244W	YPR023C	YEL018W	YHR090C	YNL136W	
YBL093C	YBR193C	YBR253W	YDR308C	YER022W	YGL025C	YGL127C	YOL051W	YOR174W	YPR070W	YPR168W	YGL151W	YNL236W	
YBL093C	YBR193C	YBR253W	YDR308C	YER022W	YGL025C	YGL127C	YOL051W	YPR070W	YPR168W	YGL151W	YNL236W	YGR104C	
YBL093C	YBR193C	YBR253W	YER022W	YGL025C	YGL127C	YNR010W	YOL051W	YOR174W	YPR070W	YPR168W	YGL151W	YNL236W	
YBL093C	YBR193C	YBR253W	YER022W	YGL025C	YGL127C	YNR010W	YOL051W	YPR070W	YPR168W	YGL151W	YNL236W	YGR104C	
YBL093C	YBR193C	YDR308C	YER022W	YGL025C	YGL127C	YOL051W	YOR174W	YPR070W	YNL236W	YLR071C	
YBL093C	YBR193C	YDR308C	YER022W	YGL025C	YGL127C	YOL051W	YPR070W	YNL236W	YGR104C	YLR071C	
YBL093C	YBR193C	YER022W	YGL025C	YGL127C	YNR010W	YOL051W	YOR174W	YPR070W	YNL236W	YLR071C	
YBL093C	YBR193C	YER022W	YGL025C	YGL127C	YNR010W	YOL051W	YPR070W	YNL236W	YGR104C	YLR071C	
YBR010W	YMR308C	YNL031C	
YIL148W	YMR308C	YJL138C	
YBL003C	YPL001W	YBR060C	YHR118C	YLL004W	YPR162C	
YFR037C	YBR154C	YDR156W	YOR210W	
YJL138C	YDR156W	YOR341W	YPR010C	
YDR156W	YNL248C	YPR110C	YNL186W	
YBR193C	YER022W	YGL151W	YNL236W	YGL227W	
YBL002W	YBL003C	YBR009C	YDR174W	YLR385C	
YBL002W	YBR009C	YDR190C	YLR385C	
YBL003C	YDR174W	YER095W	YLR385C	
YBR079C	YER025W	YHL004W	
YLR432W	YHL004W	YER050C	
YHR121W	YMR223W	YDR448W	YPL047W	
YLR347C	YNL189W	YNL139C	
YNL088W	YNL232W	YOL021C	
YEL037C	YOR261C	YDR363W-A	YDL007W	YDR394W	YFR004W	YHR027C	YHR200W	YIL075C	YOR117W	YDR427W	
YOR261C	YDR363W-A	YDL147W	YDL007W	YDR394W	YER021W	YFR004W	YFR010W	YGL048C	YHR027C	YHR200W	YIL075C	YOR117W	YDL097C	YDR427W	YPR108W	
YPL004C	YOR261C	YFR004W	YGL048C	YHR027C	YHR200W	YIL075C	YOR259C	YDL097C	YDR427W	
YEL037C	YOR261C	YDR363W-A	YDL007W	YFR004W	YFR052W	YHR027C	YHR200W	YIL075C	YOR259C	YDR427W	
YEL037C	YOR259C	YDR172W	
YOR261C	YDR363W-A	YDL147W	YDL007W	YER021W	YFR004W	YFR010W	YFR052W	YGL048C	YHR027C	YHR200W	YIL075C	YOR259C	YDL097C	YDR427W	YPR108W	
YDR174W	YLR429W	YDR314C	
YDR174W	YDL097C	YDR314C	
YDR388W	YLR429W	YPR171W	YDR314C	
YOR261C	YDL097C	YDR314C	
YER162C	YOR210W	YPR110C	YJL011C	YPR190C	
YDL014W	YBL003C	YHR089C	YDL208W	
YDL014W	YLR175W	YHR089C	YNL308C	YGL078C	YDL208W	
YDL014W	YLR175W	YDL208W	YMR049C	
YDL014W	YGR103W	YDL208W	YMR049C	
YBL003C	YDR174W	YDL208W	
YBL003C	YLR150W	YHR089C	YDL208W	
YDR174W	YNL308C	YGL078C	YDL208W	
YDR155C	YMR186W	YGL066W	
YIL148W	YMR186W	YGL066W	
YHR064C	YMR186W	YGL066W	
YHR064C	YGR285C	YGL066W	
YLR249W	YMR186W	YJL080C	YGL066W	
YMR186W	YLL026W	YJL080C	YGL066W	
YGR285C	YJL080C	YGL066W	
YBL002W	YBL003C	YBR009C	YDR174W	YGR275W	YDR224C	
YBL002W	YBL003C	YBR009C	YML069W	YGL207W	YKR048C	YDR224C	
YPR080W	YDR234W	YPL048W	
YFL013C	YKL081W	YPL048W	
YFL013C	YGL150C	YPL048W	
YKL081W	YDR234W	YPL048W	
YKL081W	YPL048W	YOR091W	
YDL014W	YLR429W	YDR440W	
YDL014W	YOR206W	YDR440W	
YDR381W	YDR174W	YLR429W	YDR440W	
YDR381W	YCR009C	YLR429W	YPL004C	YDR440W	
YDR381W	YOR206W	YDR440W	
YDR381W	YPL004C	YGL173C	YDR440W	
YPL146C	YLR429W	YDR440W	
YGR086C	YPL004C	YGL173C	YDR440W	
YLR429W	YOR294W	YKR081C	YDR440W	
YOR206W	YOR294W	YKR081C	YDR440W	
YGR086C	YPL004C	YMR120C	
YHR193C	YPL037C	YNL313C	
YDL014W	YBL003C	YGL049C	
YDL014W	YGL049C	YLR175W	YGL122C	
YDL014W	YGL049C	YGL120C	YGR162W	
YDR381W	YAL007C	YGL049C	
YDR381W	YGL049C	YLR175W	YGL122C	
YDR381W	YGL049C	YGL120C	YGR162W	
YAL007C	YBL003C	YGL049C	
YBL003C	YGL049C	YJL138C	
YGL049C	YGR162W	YJL098W	
YBL003C	YBR009C	YCR028C-A	YAR007C	YNL031C	
YBL003C	YBR009C	YCR028C-A	YGL207W	YNL031C	
YBL003C	YCR028C-A	YAR007C	YPR161C	
YBL003C	YCR028C-A	YJR010C-A	
YAL027W	YCR028C-A	YPL004C	
YCR028C-A	YPL004C	YAR007C	YPR161C	
YCR028C-A	YPR161C	YNR051C	
YDL014W	YAL027W	YMR128W	YOR206W	
YDL014W	YMR128W	YOR206W	YGL120C	
YDL014W	YMR128W	YGL120C	YNR054C	
YDR381W	YAL027W	YMR128W	YOR206W	
YDR381W	YMR128W	YOR206W	YGL120C	
YDR381W	YMR128W	YFR010W	
YAL027W	YMR128W	YOR206W	YOR294W	
YMR128W	YOR206W	YOR294W	YKR081C	
YMR128W	YOR206W	YOR294W	YGL120C	
YBR009C	YLR150W	YJL173C	YGL207W	
YBR009C	YNL312W	YAR007C	YJL173C	
YLR150W	YJL173C	YPR161C	
YNL312W	YAR007C	YJL173C	YPR161C	
YLR347C	YDL215C	YFR031C	YGR104C	
YDL014W	YGL122C	YDL060W	
YDR381W	YGL122C	YDL060W	
YBR010W	YLR150W	YGL122C	
YLR150W	YGL122C	YDL060W	
YLR175W	YGL122C	YMR290C	
YGL122C	YBR189W	YDL060W	
YOR310C	YFR024C	YBR189W	
YOR310C	YBR189W	YJR010C-A	
YDL040C	YBR189W	YPL037C	
YBR189W	YDL060W	YPR161C	
YKL054C	YOR210W	YOR341W	
YBR198C	YOL148C	YDR145W	YDR167W	YGL112C	YGR274C	
YFR037C	YGR274C	YDR172W	
YGL112C	YGR274C	YDR172W	
YBR109C	YGL106W	YLR429W	YPR171W	YCR008W	
YBR109C	YGL106W	YOR326W	YCR008W	
YCR009C	YDR388W	YGL106W	YGR086C	YLR429W	YCR008W	
YCR009C	YDR388W	YLR429W	YMR229C	YCR008W	
YCR009C	YGL106W	YGR086C	YLR429W	YPL004C	YCR008W	
YDR388W	YGL106W	YLR429W	YPR171W	YCR008W	
YDR388W	YDR129C	YMR229C	YCR008W	
YGR086C	YLR175W	YCR008W	
YLR175W	YLR197W	YCR008W	
YLR175W	YMR229C	YCR008W	
YLR429W	YMR229C	YKR081C	YCR008W	
YOR326W	YDR129C	YCR008W	
YOR326W	YAR044W	YCR008W	
YDR381W	YGL173C	YER112W	
YEL026W	YPR178W	YER112W	YGR091W	
YOR159C	YJR022W	YLR147C	YER112W	YNL147W	YGR091W	
YJR022W	YPR178W	YER112W	YNL147W	YGR091W	
YJR022W	YPR178W	YER112W	YNL147W	YLR438C-A	
