YAL040C	YCL030C	YDL029W	YDL047W	YDR018C	YER155C	YER167W	YFR040W	YJL098W	YKL092C	YKR028W	YKR042W	YKR072C	YLL024C	YOR188W	
YAL040C	YBR234C	YCL030C	YDL047W	YER155C	YER167W	YFR040W	YHL027W	YJL098W	YKL092C	YKR028W	YKR072C	YLL024C	YPL234C	
YGR082W	YGR193C	YLR157C	YLR199C	YMR060C	YMR203W	YMR263W	YNL018C	YNL070W	YNL121C	YNL131W	YNL330C	YPR133W-A	
YBL084C	YDR118W	YER179W	YFR036W	YGL240W	YHR166C	YKL022C	YLL051C	YLR102C	YLR127C	YLR451W	YMR092C	YNL172W	
YBL084C	YDL008W	YDR118W	YDR260C	YER179W	YFR036W	YGL240W	YHR166C	YIR025W	YLR102C	YLR127C	YLR451W	YOR249C	
YBR130C	YCR002C	YDL225W	YDR507C	YHR107C	YJR076C	YLL021W	YLR314C	YNL233W	YNL293W	YOL112W	YOR084W	YPL066W	
YBR254C	YCL058C	YDL058W	YDR108W	YDR407C	YDR472W	YGL219C	YGR166W	YGR234W	YJR116W	YML077W	YOR115C	
YDL008W	YDR260C	YFR036W	YGL240W	YIR025W	YKL022C	YLL051C	YLR102C	YLR127C	YMR092C	YNL172W	YOR249C	
YAL040C	YBR234C	YDL047W	YER167W	YFR040W	YHL027W	YJL098W	YKL092C	YKR028W	YKR072C	YLL024C	YMR028W	
YAL040C	YCL030C	YDL047W	YER155C	YFR040W	YGL229C	YJL098W	YKL092C	YKR028W	YKR072C	YLL024C	YOL145C	
YCR002C	YDL225W	YDR507C	YER040W	YER118C	YHR107C	YJR076C	YLR096W	YLR314C	YNL139C	YOR084W	YOR156C	
YBL025W	YBR093C	YCL058C	YDR246W	YFL005W	YGL219C	YGR166W	YKR068C	YML077W	YNL287W	YOR115C	
YBL084C	YFR036W	YGL240W	YHR118C	YHR166C	YKL022C	YLL051C	YLR127C	YLR451W	YNL172W	YOR249C	
YBL025W	YBR254C	YDR108W	YDR407C	YGL219C	YGR166W	YGR234W	YJR116W	YMR218C	YOR115C	YOR312C	
YBL084C	YDR118W	YER161C	YFR036W	YHR166C	YLL051C	YLR102C	YLR127C	YLR451W	YNL172W	YOR249C	
YDR118W	YER179W	YFR036W	YGL240W	YHR166C	YLL051C	YLR102C	YLR127C	YLR451W	YMR092C	YOR249C	
YAL005C	YAL040C	YCL030C	YDL047W	YER155C	YER167W	YFR040W	YJL098W	YKR028W	YLL024C	YOR188W	
YBL084C	YDL008W	YDR118W	YFR036W	YGL240W	YKL022C	YLL051C	YLR102C	YLR127C	YMR092C	YNL172W	
YCR002C	YDL225W	YDR507C	YHR107C	YJR076C	YLL021W	YLR314C	YNL233W	YOR084W	YOR156C	YPL066W	
YBL084C	YDL008W	YDR118W	YFR036W	YGL240W	YHR118C	YHR166C	YKL022C	YLL051C	YLR102C	YLR451W	
YBL025W	YBR254C	YCL058C	YDR472W	YEL036C	YGR166W	YKL139W	YML077W	YMR218C	YOR115C	YOR197W	
YBL084C	YDR118W	YDR260C	YFR036W	YGL240W	YHR166C	YLL051C	YLR102C	YMR092C	YOR249C	
YBL084C	YDR260C	YFR036W	YGL240W	YIR025W	YKL022C	YLL051C	YLR127C	YNL172W	YOR249C	
YCR087C-A	YCR087W	YHL003C	YHR184W	YJR131W	YKL008C	YLR070C	YML064C	YMR298W	YNL107W	
YDL008W	YFR036W	YGL240W	YHR166C	YIR025W	YLL051C	YLR102C	YLR451W	YMR092C	YNL172W	
YAL021C	YAR007C	YBR173C	YDL042C	YDR227W	YJL076W	YJL173C	YLR442C	YML032C	YNL312W	
YDL008W	YDR118W	YFR036W	YGL240W	YIR025W	YLR102C	YLR127C	YMR092C	YNL172W	YOR249C	
YDL008W	YFR036W	YGL240W	YHR118C	YKL022C	YLL051C	YLR102C	YMR092C	YNL172W	YOR249C	
YBL025W	YCL058C	YDR108W	YDR407C	YDR472W	YGL219C	YGR166W	YGR234W	YML077W	YOR115C	
YBR172C	YCR067C	YIL004C	YIL109C	YKL074C	YLR026C	YLR268W	YOR075W	YPL085W	YPR181C	
YAL040C	YFL009W	YGR092W	YKL092C	YLL024C	YLR079W	YLR127C	YMR199W	YPL256C	YPR120C	
YBR270C	YGR058W	YHR077C	YIL105C	YJL162C	YLR433C	YML057W	YMR068W	YNL047C	YPL059W	
YFR036W	YGL240W	YHR118C	YHR166C	YKL022C	YLL051C	YLR102C	YLR127C	YLR451W	YMR092C	
YDR293C	YDR497C	YER067W	YGL158W	YHR186C	YJR066W	YKL194C	YLR113W	YNL006W	YPL180W	
YBL084C	YDL008W	YDR118W	YER179W	YFR036W	YGL240W	YHR166C	YLR102C	YLR127C	YLR451W	
YDL235C	YDR497C	YGL158W	YIL147C	YJL128C	YLR006C	YLR113W	YNR031C	YOR208W	YPL180W	
YBL025W	YCL058C	YDR108W	YDR189W	YDR246W	YGL219C	YGR166W	YGR234W	YKR068C	YOR115C	
YAL040C	YCL030C	YDL047W	YER155C	YER167W	YFR040W	YJL098W	YKR028W	YKR072C	YOL145C	
YAL040C	YCL030C	YDL047W	YER155C	YFR040W	YJL098W	YKL092C	YKR072C	YLL024C	YMR028W	
YAL043C	YBR205W	YDR390C	YJR093C	YKR002W	YLR115W	YMR061W	YMR182C	YNL317W	YPR107C	
YAL023C	YDL095W	YER014C-A	YGR036C	YJR143C	YKL190W	YKL212W	YOR321W	YOR332W	
YBL084C	YDR118W	YFR036W	YGL240W	YHR166C	YLL051C	YLR102C	YLR451W	YNL172W	
YBR172C	YDL188C	YDR075W	YDR498C	YIL109C	YLR268W	YOR075W	YOR380W	YPR040W	
YCR002C	YDL225W	YDR085C	YDR507C	YHR107C	YLL021W	YLR314C	YNL233W	YPL066W	
YAL001C	YBR172C	YDR498C	YER148W	YGL241W	YGR246C	YKL074C	YLR268W	YOR075W	
YDL029W	YDR018C	YDR063W	YIL062C	YJR065C	YKL013C	YKR042W	YLR370C	YNR035C	
YBL016W	YDL159W	YDR480W	YEL048C	YGL178W	YGR040W	YHR084W	YIL136W	YPL049C	
YDL088C	YFR002W	YJL039C	YJL057C	YML031W	YML103C	YMR129W	YMR153W	YNL234W	
YBL025W	YCL058C	YDR108W	YDR246W	YDR407C	YGL219C	YGR166W	YGR234W	YIR040C	
YBR050C	YCL046W	YDR028C	YDR477W	YER027C	YER040W	YGL115W	YGL208W	YML110C	
YBL025W	YDR108W	YDR246W	YDR407C	YGL219C	YGR166W	YGR234W	YMR218C	YOR115C	
YBR172C	YGL200C	YHR098C	YLR057W	YLR268W	YML012W	YNL049C	YPL218W	YPR181C	
YDL088C	YFR002W	YGL172W	YGR120C	YJL039C	YJL057C	YMR153W	YNL234W	YOR353C	
YAL023C	YDL095W	YER014C-A	YJR143C	YKL080W	YKL190W	YMR211W	YOR002W	YOR321W	
YBR193C	YDL005C	YDL154W	YGL025C	YIL021W	YNR010W	YOL005C	YOL135C	YOR174W	
YBR047W	YDL235C	YER118C	YGL158W	YJL128C	YLR096W	YLR113W	YNL139C	YNR031C	
YAL014C	YAL030W	YBL050W	YBR080C	YDR468C	YGR009C	YJR063W	YLR093C	YPL232W	
YBR103W	YDR390C	YGL023C	YJR093C	YKR002W	YLR115W	YMR061W	YOL123W	YPR107C	
YGL019W	YGR068C	YIL035C	YIL118W	YLR114C	YNL088W	YOR010C	YOR039W	YOR061W	
YAL043C	YDR301W	YDR392W	YJR093C	YKR002W	YMR182C	YNL317W	YOR194C	YPR107C	
YDL088C	YER026C	YJL057C	YML031W	YMR129W	YMR153W	YMR298W	YNL234W	YOR028C	
YBL068W	YDR285W	YER099C	YGR135W	YHL011C	YKL181W	YNL036W	YOL061W	YOL069W	
YDL008W	YDR260C	YFR036W	YGL240W	YHR166C	YIR025W	YLL051C	YLR451W	YOR249C	
YDR006C	YER014C-A	YGR036C	YKL093W	YKL190W	YKL212W	YMR081C	YOR239W	YOR332W	
YDR100W	YDR425W	YDR468C	YGL161C	YGL198W	YGR172C	YGR177C	YMR215W	YPL095C	
YCR014C	YDL203C	YJL110C	YNL021W	
YBR068C	YJL129C	YKL106W	YOR133W	
YDR373W	YJL015C	YNL037C	YOR136W	
YAL035W	YDL220C	YDR082W	YMR106C	
YDL195W	YGR057C	YIL109C	YPL085W	
YBR285W	YLR297W	YPR037C	YPR156C	
YDR026C	YDR110W	YKR092C	YLR095C	
YBR265W	YCR107W	YLR255C	YOR114W	
YDL065C	YDR329C	YGR242W	YMR155W	
YBR020W	YDR009W	YML051W	YPL248C	
YER064C	YJL075C	YLR131C	YNL157W	
YER064C	YJL041W	YNL157W	YPL212C	
YDR455C	YFR047C	YLL046C	YOR108W	
YAL043C	YAR061W	YDR301W	YMR182C	
YBL092W	YDR398W	YER032W	YMR093W	
YDR502C	YER161C	YGL201C	YPL125W	
YGR003W	YLR297W	YPR037C	YPR156C	
YER044C	YGR060W	YJL202C	YLR100W	
YDR387C	YGL212W	YMR053C	YOR292C	
YDR108W	YGR234W	YIR040C	YNL007C	
YBR165W	YDR054C	YDR139C	YJR090C	
YBL045C	YBR162W-A	YLR090W	YPR191W	
YBR119W	YJL023C	YLR449W	YNL227C	
YDR490C	YHR207C	YIR044C	YOL100W	
YHR005C-A	YLL013C	YMR056C	YOR297C	
YBR019C	YEL016C	YHL019C	YOL150C	
YGL043W	YIL021W	YOR151C	YOR210W	
YAL056W	YDL035C	YER020W	YNL124W	
YBR082C	YEL012W	YER100W	YMR022W	
YGR024C	YIL082W	YKL090W	YPL110C	
YDR252W	YHR193C	YML062C	YNL097C	
YBR119W	YKL028W	YNL227C	YNL277W	
YAL036C	YDR152W	YGR250C	YIR001C	
YCL055W	YGL036W	YGL192W	YMR147W	
YJL138C	YKR059W	YOR204W	YPR163C	
YGR010W	YHL025W	YLR236C	YLR438W	
YGR163W	YKR007W	YML121W	YOL144W	
YBR087W	YER173W	YJR068W	YOR217W	
YAR014C	YDR195W	YER054C	YOL154W	
YKL093W	YMR081C	YOR172W	YOR239W	
YDR478W	YGL214W	YLR435W	YNL221C	
YDR498C	YGL145W	YMR020W	YOR075W	
YBR047W	YJL128C	YLR006C	YNR031C	
YCR087C-A	YHR174W	YLR265C	YNL044W	
YBR077C	YGR201C	YKR007W	YOR045W	
YIL115C	YJR132W	YLR335W	YMR080C	
YGL043W	YIL021W	YOL005C	YOR151C	
YHR034C	YKR065C	YLR036C	YLR241W	
YIL159W	YJL141C	YLL017W	YOR197W	
YDL070W	YFL018C	YGL063W	YJR051W	
YEL041W	YHR115C	YJR049C	YKL009W	
YEL064C	YIR034C	YNR058W	YOR242C	
YJL082W	YJR005W	YKL072W	YLR014C	
YJL141C	YLR213C	YOL133W	YOR197W	
YLR157C	YNL070W	YNL121C	YPR133W-A	
YHR098C	YJR048W	YNL049C	YPR181C	
YGR211W	YIL001W	YJL141C	YOL133W	
YDL188C	YDR075W	YMR028W	YPR040W	
YDR169C	YKR091W	YNL309W	YOL004W	
YBR244W	YDR364C	YGR006W	YLR117C	
Q0250	Q0275	YBR037C	YER154W	
YDR020C	YGR079W	YJR056C	YNR012W	
YBL006C	YDR489W	YFR043C	YPR029C	
YJR102C	YLR417W	YML015C	YMR077C	
YBR009C	YBR010W	YIL126W	YNL031C	
YBR042C	YFL027C	YHR115C	YLR215C	
YBR171W	YCL057W	YDL020C	YOR254C	
YBR154C	YOR116C	YOR224C	YOR341W	
YBR213W	YGR165W	YLR035C	YMR206W	
YBL093C	YGL100W	YOR014W	YOR140W	
YCL018W	YDR160W	YFR029W	YKL106W	
YHR098C	YJL199C	YJR048W	YLR198C	
YBL006C	YDR013W	YDR489W	YFR043C	
YDL089W	YMR039C	YMR316C-B	YPR028W	
YBL092W	YDR026C	YDR398W	YMR093W	
YDR027C	YDR484W	YGR245C	YJL029C	
YHL036W	YIR022W	YML055W	YPR163C	
YGL097W	YJL138C	YKR059W	YOR204W	
YDR140W	YIL151C	YLR121C	YNR046W	
YGL171W	YHR072W-A	YHR089C	YMR229C	
YHR179W	YJL090C	YNL262W	YPR175W	
YHL019C	YKL135C	YOL108C	YPL259C	
YGL180W	YGR196C	YGR253C	YPR185W	
YDL140C	YGL130W	YKL005C	YPL228W	
YGL200C	YLR124W	YML012W	YPR181C	
YBR229C	YHR101C	YKL203C	YMR200W	
YCL056C	YDL157C	YNL100W	YOR037W	
YDR152W	YGR173W	YIL162W	YMR319C	
YGL035C	YKL074C	YML046W	YPL025C	
YDR394W	YGL074C	YGR232W	YOR259C	
YBL002W	YCL066W	YCR040W	YDR224C	
YBR110W	YDL055C	YHR211W	YOR360C	
YBL079W	YGL016W	YJL061W	YLR335W	
YDL106C	YFR034C	YKR099W	YOL001W	
YDR078C	YHL006C	YLR046C	YNL021W	
YDL089W	YLR324W	YMR316C-B	YPR028W	
YDL014W	YLR197W	YOR310C	YPL043W	
YBL071C	YBR060C	YNL261W	YPR019W	
YBR286W	YER156C	YOR035C	YPL200W	
YDR326C	YER007C-A	YIL105C	YPL059W	
YER099C	YHL011C	YJR099W	YKL181W	
YDR211W	YGR063C	YML095C	YOR260W	
YHR136C	YLR195C	YMR246W	YNL088W	
YJL096W	YKL191W	YNL018C	YOL075C	
YDR455C	YLL046C	YLR173W	YOR108W	
YDR189W	YER157W	YLR026C	YMR316W	
YDL210W	YGL230C	YKL110C	YOR161C	
YER037W	YER052C	YIR014W	YKR079C	
YDL081C	YGR209C	YPL005W	YPR078C	
YDR098C	YGL071W	YGL220W	YIR018W	
YBL038W	YGR016W	YGR033C	YLR135W	
YBR083W	YBR223C	YDR510W	YKL043W	
YJL064W	YJL143W	YJR045C	YNR029C	
Q0250	Q0275	YER154W	YOR121C	
YDL090C	YGL155W	YKL019W	YML097C	
YHL019C	YHR068W	YKL135C	YPL259C	
YBR123C	YGR047C	YGR246C	YLR257W	
YDR299W	YER127W	YGR145W	YIL121W	
YDR216W	YGL138C	YGR123C	YMR021C	
YER067W	YHR186C	YJR066W	YPL180W	
YJR005W	YJR119C	YKL072W	YLR014C	
YBR068C	YJL129C	YKL106W	YKR050W	
YGL090W	YHR174W	YLR265C	YPR053C	
YDR503C	YER049W	YIL169C	YNR074C	
YDR390C	YKR002W	YMR061W	YNL317W	
YAL047C	YGL115W	YJL113W	YJL114W	
Q0275	YER154W	YNR003C	YPR190C	
YDL104C	YGR292W	YLR054C	YLR257W	
YIL072W	YLR064W	YLR263W	YOR351C	
YDL144C	YDR088C	YGR006W	YGR232W	
YDR026C	YDR110W	YFR013W	YLR095C	
YDL212W	YDR460W	YDR508C	YPR025C	
YGL214W	YLR435W	YML107C	YNL221C	
YGL226C-A	YGR227W	YOR002W	YOR067C	
YGR163W	YKR007W	YLR377C	YML121W	
YCR014C	YDL203C	YJL110C	YOL085C	
YDR088C	YDR364C	YGR006W	YKR086W	
YFR002W	YJL057C	YML103C	YMR129W	
YCL059C	YER161C	YGL201C	YIL150C	
YDR351W	YHR103W	YJR005W	YOR284W	
YAL001C	YGR246C	YNL039W	YPL061W	
YDR063W	YJR065C	YKL013C	YNR035C	
YIL074C	YKL001C	YLR056W	YNL311C	
YAL038W	YNL307C	YOR226C	YPL088W	
YBR038W	YCL022C	YHR123W	YPR106W	
YBR040W	YBR130C	YCL040W	YJL071W	
YDL006W	YDL230W	YIL147C	YOR208W	
YAL016W	YGL100W	YNL042W	YOR014W	
YDL084W	YER063W	YPL172C	YPR057W	
YCR038C	YDR532C	YIL134W	YKL194C	
YBL066C	YDR017C	YDR099W	YGR117C	
YDR482C	YGR162W	YKR059W	YOR276W	
YHR185C	YIL007C	YIL097W	YOR117W	
YBR250W	YEL009C	YHR145C	YNL012W	
YAL003W	YBR118W	YKL081W	YPR080W	
YBR009C	YBR010W	YNL030W	YNL031C	
YDR351W	YLR157C	YNL070W	YPR133W-A	
YBR119W	YLR223C	YNL227C	YNL277W	
YBR091C	YDL217C	YEL020W-A	YHR005C-A	
YDL044C	YER144C	YGR056W	YOR100C	
YBL080C	YCR106W	YJL096W	YKL191W	
YBL043W	YBL100W-A	YJL162C	YPL059W	
YBR281C	YNL191W	YNL287W	YPL010W	
YAL035W	YGR156W	YLR241W	YMR260C	
YDL140C	YGL130W	YJR017C	YKL005C	
YBR091C	YEL020W-A	YHR005C-A	YOR334W	
YDL235C	YJL128C	YLR006C	YNR031C	
YCL019W	YDR252W	YJR055W	YOL030W	
YBR082C	YDR059C	YEL012W	YMR022W	
YER044C	YGL001C	YGR060W	YLR100W	
YBL043W	YBL100W-A	YJL162C	YNL229C	
YDL084W	YER063W	YKL056C	YPR057W	
YDL196W	YDR366C	YER071C	YGR054W	
YDR221W	YHR156C	YMR151W	YMR235C	
YBR162W-A	YIL027C	YLR090W	YML108W	
YFL036W	YGL226C-A	YGR227W	YOL009C	
YDL070W	YFL018C	YGL063W	YLR399C	
YDL088C	YGR010W	YLR438W	YML031W	
YEL002C	YJL026W	YMR149W	YPL227C	
YBL002W	YCR040W	YDR224C	YMR043W	
YJR042W	YLR377C	YNL277W	YPL169C	
YBL043W	YBL100W-A	YDR017C	YDR099W	
YDR383C	YLR417W	YOL104C	YPL002C	
YBR039W	YLR059C	YMR302C	YPR024W	
YGL107C	YGR142W	YJR070C	YNL141W	
YER037W	YER052C	YIR018W	YKR079C	
YJL019W	YNL188W	YOL104C	YOR257W	
YBR055C	YKR074W	YLR211C	YLR446W	
YBL081W	YBR212W	YDL167C	YOR167C	
YHR015W	YJR042W	YNL277W	YPL169C	
YBL089W	YDR191W	YOR025W	YOR082C	
YGL105W	YGL245W	YHL020C	YKL098W	
YBL014C	YHL004W	YML043C	YOR158W	
YEL064C	YEL070W	YNR058W	YOR242C	
YLR059C	YLR355C	YMR302C	YPR024W	
YDR227W	YLR442C	YMR284W	YNL216W	
YER064C	YLR131C	YNL157W	YPL212C	
YER002W	YHR066W	YKL082C	YLR353W	
YBR123C	YHR117W	YML129C	YOR110W	
YBL014C	YJL025W	YKL137W	YML043C	
YHR156C	YJR010W	YMR151W	YMR235C	
YBL051C	YDR140W	YIL151C	YLR121C	
YFL016C	YJL143W	YJR045C	YKL189W	
YKL075C	YNL091W	YNL164C	YOR148C	
YCL040W	YML014W	YML099C	YMR042W	
YDR383C	YJL019W	YOL104C	YOR257W	
YBR038W	YHL036W	YPR106W	YPR163C	
YDL230W	YIL053W	YOR208W	YPL201C	
YGR178C	YHR121W	YJL035C	YLR136C	
YAR007C	YGR063C	YML095C	YPL022W	
YLR093C	YLR148W	YLR396C	YOR106W	
YCR047C	YFL044C	YLR339C	YNL282W	
YEL005C	YEL013W	YNL086W	YPR185W	
YDR364C	YGR006W	YKR086W	YLR117C	
YGL075C	YGL093W	YJR112W	YLR086W	
YBR239C	YDR313C	YMR144W	YPL133C	
YBR042C	YHR115C	YLR215C	YOR215C	
YCR094W	YGL090W	YLR265C	YOR005C	
YER051W	YIL151C	YLR121C	YMR310C	
YDR172W	YDR300C	YGR205W	YLL026W	
YFL016C	YHL045W	YJR045C	YKL189W	
YCR035C	YDL111C	YHR069C	YJL050W	
YCL011C	YDR120C	YGR165W	YLR035C	
YDR006C	YKL093W	YKL212W	YMR081C	
YBR296C	YHR187W	YHR188C	YJR015W	
YJR074W	YOR034C	YOR171C	YOR185C	
YGR236C	YNL308C	YOL156W	YOR299W	
YBR068C	YDR385W	YKR050W	YOR133W	
YGR032W	YHR079C	YJL034W	YKL073W	
YGR240C	YMR205C	YMR223W	YOR100C	
YDR349C	YLR099C	YOR007C	YOR164C	
YBL079W	YGL016W	YLR335W	YOR194C	
YCR057C	YJL199C	YLR198C	YPL094C	
YDR503C	YER049W	YGR271W	YNR074C	
YGL022W	YMR149W	YOR103C	YPL227C	
YER113C	YGL138C	YGR123C	YMR021C	
YBR091C	YEL020W-A	YHR005C-A	YOR297C	
YDR218C	YGR059W	YLR454W	YMR065W	
YER064C	YNL157W	YPL212C	YPR125W	
YDL186W	YER188W	YJL167W	YLR452C	
YHR195W	YIL079C	YNL039W	YOL115W	
YCR014C	YJL110C	YNL021W	YOL085C	
YBL068W	YER163C	YOL061W	YPL196W	
YDR021W	YDR299W	YER127W	YGR145W	
YDL133W	YDR200C	YLR238W	YMR052W	
YCL009C	YDR428C	YER094C	YOR157C	
YDL156W	YFR052W	YIL075C	YLR421C	
YCR028C	YGL145W	YMR020W	YOR075W	
YER113C	YGL138C	YGR123C	YOR176W	
YEL042W	YER073W	YLR250W	YPL257W	
YCR087C-A	YGL090W	YLR265C	YOR005C	
YFL010C	YOL106W	YPL059W	YPR054W	
YBL006C	YDR013W	YDR489W	YJL072C	
YCR052W	YFR037C	YML127W	YMR091C	
YGR174C	YIL079C	YNL039W	YOL115W	
YDL108W	YDL140C	YML010W	YOR210W	
YER129W	YIL144W	YLR420W	YPL260W	
YBR082C	YDR059C	YER100W	YMR022W	
YCR098C	YJL008C	YJL184W	YOR117W	
YDR030C	YIL104C	YLR175W	YNL124W	
YDR390C	YKR002W	YLR115W	YNL317W	
YBR289W	YDL072C	YNL079C	YPL129W	
YCR099C	YGR203W	YGR205W	YIL059C	
YBR052C	YCL032W	YDR032C	YPR076W	
YDR021W	YDR299W	YER127W	YML130C	
YGL053W	YJL134W	YLR065C	YOL107W	
YER037W	YER052C	YKR079C	YNL135C	
YER062C	YIL053W	YOR208W	YPL201C	
YCR057C	YGR154C	YLR198C	YPL094C	
YGL214W	YLR411W	YLR435W	YNL221C	
YAL030W	YBL050W	YLR093C	YPL232W	
YER159C-A	YOL103W-B	YOR142W-A	YPR158W-A	
YGR211W	YJL200C	YLR213C	YOL133W	
YER045C	YGR247W	YMR195W	YOR059C	
YHR050W	YIL152W	YKR089C	YOR057W	
YBL088C	YBR136W	YDR499W	YGR180C	
YBR284W	YDL238C	YJR090C	YPR158W-B	
YBR058C	YOL059W	YOL132W	YOL156W	
YFL009W	YJL200C	YLR213C	YOL133W	
YBR061C	YBR300C	YGR219W	YHR059W	
YDR434W	YLL024C	YLR459W	YNL301C	
YGR013W	YGR214W	YIL009W	YKL012W	
YGL030W	YHR204W	YJL053W	YOR312C	
YBR285W	YGR003W	YLR297W	YPR156C	
YDR009W	YGL048C	YML051W	YPL248C	
YDL108W	YDL140C	YJR017C	YKL005C	
YDR357C	YLR275W	YOL106W	YPR182W	
YBL052C	YFL067W	YHR056C	YNL258C	
YCR073C	YDL235C	YLR006C	YNR031C	
YIL074C	YKL087C	YLR053C	YLR285W	
YDL024C	YEL017W	YIL119C	YPR174C	
YLR266C	YLR377C	YML121W	YNL113W	
YDR435C	YFL040W	YLR349W	YMR159C	
YBR068C	YCL018W	YDR160W	YKL106W	
YDR063W	YIL062C	YJR065C	YKL013C	
YGR263C	YLR440C	YNL066W	YOR180C	
YBR010W	YIL126W	YNL030W	YNL031C	
YHR143W-A	YIL025C	YOR006C	YPR010C	
YJL064W	YJL143W	YNR017W	YNR029C	
YBR229C	YHR185C	YIL007C	YMR200W	
YHR143W-A	YIL025C	YOR352W	YPR010C	
YFR003C	YIL064W	YOR147W	YPR050C	
YGL238W	YIL063C	YJR074W	YLR293C	
YBR270C	YNL004W	YNL018C	YOL075C	
YBL100W-A	YFL010C	YJL162C	YPL059W	
YKL174C	YLR345W	YPL036W	YPL136W	
YDR326C	YER007C-A	YIL105C	YMR068W	
YDL081C	YGR209C	YJL067W	YPL020C	
YBL051C	YDR140W	YIL151C	YKR096W	
YER105C	YML103C	YML107C	YMR129W	
YMR068W	YNL006W	YOL078W	YPL180W	
YBR027C	YHL007C	YLR353W	YOR046C	
YDL042C	YDR227W	YER151C	YLR442C	
YGL105W	YGL245W	YGR264C	YKL098W	
YBL008W	YGR063C	YML095C	YPL022W	
YDR006C	YKL093W	YMR081C	YOR178C	
YDL054C	YGR173W	YIL162W	YMR319C	
YCL014W	YIL104C	YJR092W	YNL326C	
YEL037C	YER012W	YLR441C	YOR157C	
YBR296C	YHR188C	YLR137W	YML089C	
YHL042W	YJL185C	YMR204C	YOR127W	
YDR416W	YGR129W	YKL095W	YMR213W	
YBR141C	YER059W	YGL091C	YJL084C	
YGR267C	YLR151C	YPL003W	YPR066W	
YBR068C	YJL129C	YKR050W	YOR133W	
YHR005C	YJL080C	YLR286C	YOR212W	
YDR084C	YDR441C	YEL054C	YER011W	
YCL026C-A	YCR048W	YNR019W	YOR381W	
YBR091C	YDR134C	YEL020W-A	YOR334W	
YIL103W	YJL096W	YKL191W	YOL075C	
YBL066C	YBR127C	YGR117C	YML091C	
YGR065C	YHR098C	YJL199C	YJR048W	
YGR174C	YHR195W	YNL299W	YOL115W	
YDL207W	YEL024W	YER107C	YHL008C	
YHR005C-A	YHR035W	YLL013C	YMR056C	
YBL040C	YCR067C	YDR077W	YPL085W	
YIR042C	YMR186W	YOR027W	YPL240C	
YBL051C	YDR140W	YIL151C	YNR046W	
YDR006C	YKL093W	YMR081C	YOR239W	
YAL023C	YDL095W	YJR143C	YOR321W	
YEL063C	YGR057C	YKL015W	YOR345C	
YBR193C	YDL005C	YGL025C	YOL135C	
YGL200C	YML012W	YNL049C	YPR181C	
YGL240W	YIR025W	YLR127C	YOR249C	
YBL014C	YHL004W	YJL025W	YOR158W	
YHR170W	YIR012W	YJR004C	YLR075W	
YBL082C	YEL002C	YOR103C	YPL227C	
YDR478W	YLR411W	YLR435W	YNL221C	
YDR212W	YKL224C	YLR030W	YNL326C	
YGR059W	YHR023W	YMR065W	YPR188C	
YGR082W	YLR157C	YNL070W	YPR133W-A	
YCL038C	YDR384C	YMR009W	YPL222W	
YJL143W	YJR045C	YML054C	YNR017W	
YEL063C	YGR057C	YOR345C	YPL139C	
YBR009C	YGR116W	YNL030W	YNL031C	
YGL236C	YIL068C	YMR023C	YPL179W	
YDR229W	YGL066W	YHR102W	YLR365W	
YER161C	YGL201C	YIL150C	YLR233C	
YAL001C	YGR047C	YGR246C	YLR257W	
YDL062W	YLR115W	YLR277C	YLR437C	
YDL106C	YFR034C	YKR099W	YLR058C	
YDR326C	YIL105C	YMR068W	YNL047C	
YHR169W	YKL075C	YNL091W	YOR148C	
YAR003W	YDR140W	YIL151C	YNR046W	
YBL045C	YBR162W-A	YIL027C	YLR090W	
YDR007W	YFL026W	YGR141W	YOR242C	
YBL078C	YHR171W	YNL212W	YNR007C	
YBR082C	YDR059C	YDR177W	YMR022W	
YDL232W	YGR227W	YOR085W	YPL227C	
YFL030W	YGR163W	YIL077C	YKR007W	
YGL200C	YLR057W	YLR124W	YML012W	
YDL070W	YGL063W	YLR399C	YOL131W	
YDL137W	YDL192W	YDR182W	YGL137W	
YBR137W	YOL016C	YOR007C	YOR164C	
YCL014W	YIL104C	YLR030W	YNL326C	
YBR285W	YJR050W	YLR297W	YPR156C	
YDL106C	YFR034C	YGR233C	YOL001W	
YBL059W	YCR099C	YGR262C	YHR148W	
YLR396C	YMR231W	YOR106W	YPL045W	
YBR114W	YER162C	YJR052W	YLR167W	
YAL058W	YKL197C	YNL329C	YOR236W	
YHR068W	YKL135C	YPL259C	YPR029C	
YBR285W	YIL049W	YLR297W	YPR156C	
YER153C	YGR222W	YJL170C	YNR045W	
YDR108W	YDR246W	YGR234W	YMR218C	
YBR097W	YLR240W	YLR360W	YPL120W	
YBR123C	YCR012W	YHR117W	YOR110W	
YDL220C	YDR082W	YMR106C	YPL153C	
YCR099C	YGR203W	YGR205W	YLL026W	
YDR027C	YDR484W	YJL029C	YJR060W	
YCL055W	YGL036W	YGL192W	YNL196C	
YKL135C	YLR329W	YOL108C	YPL259C	
YAR031W	YCR030C	YDR158W	YMR132C	
YGL049C	YGR162W	YOL139C	YOR276W	
YGR160W	YIR033W	YKL020C	YLR233C	
YEL042W	YJL152W	YLR250W	YOR281C	
YDL108W	YDR527W	YOR151C	YOR210W	
YBL051C	YIL151C	YKR096W	YLR121C	
YDL216C	YDR179C	YER137C	YMR025W	
