YBL019W	YBR115C	YBR161W	YBR289W	YCL044C	YCR020W-B	YDL179W	YDR520C	YEL047C	YGR275W	YHL025W	YJL176C	YLR321C	YLR357W	YMR091C	YNL307C	YNR023W	YOL070C	YOR290C	
YDR016C	YDR201W	YGL061C	YGR113W	YKR037C	YKR083C	YOR304C-A	
YBR198C	YGL112C	YGR274C	YML015C	YML031W	YMR005W	YMR227C	
YAL007C	YAR002C-A	YGL200C	YGR231C	YJL034W	YML012W	YMR214W	
YBR198C	YGL112C	YGR274C	YIL016W	YML015C	YMR005W	YMR227C	
YGR250C	YGR281W	YIR001C	YJL008C	YML002W	YML051W	
YCR063W	YDL030W	YDL043C	YDR482C	YGL174W	YJL203W	
YCR063W	YDL030W	YDL043C	YDR482C	YJL203W	YLR011W	
YDR251W	YEL023C	YJL052W	YKL216W	YOR269W	YOR368W	
YHR012W	YJL053W	YJL154C	YKL195W	YOR069W	YOR132W	
YAL001C	YBR123C	YDL074C	YDR362C	YGR047C	YPL007C	
YHR012W	YJL053W	YJL154C	YKL195W	YOR132W	YPL070W	
YCR063W	YDL043C	YDR482C	YGL174W	YGR129W	YJL203W	
YGR250C	YGR281W	YIR001C	YJL088W	YML002W	YML051W	
YGR200C	YHR187W	YIL096C	YLR384C	YPL086C	YPL101W	
YCR035C	YER143W	YGR158C	YHR081W	YNR024W	YOR001W	
YGR237C	YHR216W	YLR333C	YLR432W	YML056C	YOR360C	
YHR012W	YJL053W	YKL195W	YOR069W	YOR132W	YPL070W	
YHR052W	YKL172W	YNL110C	YOR206W	YPL146C	YPR131C	
YCR059C	YDL084W	YML062C	YNL004W	YNL253W	YOR191W	
YGR200C	YIL096C	YKL110C	YLR384C	YPL086C	YPL101W	
YGR250C	YGR281W	YJL008C	YML002W	YML051W	YPL210C	
YGR250C	YGR281W	YJL088W	YML002W	YML051W	YPL210C	
YGR200C	YHR187W	YIL096C	YKL110C	YLR384C	YPL086C	
YGR165W	YIL093C	YJL063C	YJR113C	YNL081C	YNR036C	
YCR066W	YDL074C	YGL058W	YGR180C	YML101C	YMR100W	
YGR250C	YGR281W	YJL008C	YJL088W	YML002W	YML051W	
YHR012W	YJL053W	YJL154C	YOR069W	YOR132W	YPL070W	
YIL101C	YLR407W	YMR067C	YNL052W	YOR188W	YPL216W	
YHR054C	YJL023C	YLL033W	YLR091W	YML091C	YPR116W	
YCR016W	YDR153C	YGL213C	YKL015W	YKL023W	YPR189W	
YCR059C	YML062C	YNL004W	YNL253W	YOR191W	YPL127C	
YJL053W	YJL154C	YKL195W	YOR069W	YOR132W	YPL070W	
YGR255C	YMR075W	YNL330C	YPL059W	YPL139C	YPR023C	
YCR033W	YDR310C	YIL112W	YKR029C	YOL068C	YOR279C	
YCR016W	YDR153C	YGL213C	YKL023W	YLR398C	YPR189W	
YJL203W	YLR011W	YML049C	YMR240C	YMR288W	YNL286W	
YLR072W	YNL030W	YNL031C	YNL079C	YNL206C	YOL054W	
YCR028C-A	YDR415C	YER151C	YHR039C	YKL114C	YNR051C	
YGR275W	YHL025W	YJL176C	YNL307C	YOR290C	YPL129W	
YLR102C	YLR148W	YML058W	YNL291C	YOR346W	YPR083W	
YDR175C	YDR337W	YGR165W	YJL063C	YJR096W	YKL155C	
YDR189W	YGR031W	YGR209C	YIL107C	YLR089C	YML106W	
YER001W	YGR209C	YIL103W	YKL048C	YKL191W	YLR043C	
YDR181C	YDR283C	YLL005C	YML057W	YMR255W	YNR051C	
YEL061C	YFL017C	YGR067C	YGR135W	YJR143C	YKR070W	
YEL061C	YER132C	YGR067C	YGR135W	YKR070W	YKR095W	
YDL216C	YDR023W	YDR179C	YMR025W	YMR277W	YOL117W	
YDL216C	YDR179C	YDR328C	YMR025W	YMR258C	YOL117W	
YEL061C	YER132C	YGR067C	YGR135W	YJR143C	YKR070W	
YDR181C	YDR283C	YKL101W	YLL005C	YML010W	YML057W	
YEL060C	YFR009W	YGR251W	YJR031C	YNL085W	YNL186W	
YDR181C	YDR283C	YDR415C	YML057W	YMR255W	YNR051C	
YDL216C	YDR179C	YIL071C	YMR025W	YMR277W	YOL117W	
YDR359C	YEL018W	YGR002C	YHR090C	YJR082C	YPR023C	
YEL043W	YFL054C	YJL129C	YKL048C	YKL142W	YNL067W	
YDR016C	YDR201W	YGL061C	YGL195W	YKL052C	YKR037C	
YDR167W	YGL066W	YLR055C	YMR223W	YOL148C	YPL047W	
YDR016C	YDR201W	YGL061C	YGR113W	YKR037C	YKR083C	
YEL043W	YFL054C	YJL129C	YKL048C	YKL142W	YLR179C	
YEL043W	YFL054C	YIL020C	YKL048C	YKL142W	YLR179C	
YEL037C	YER162C	YFR024C-A	YHR016C	YML011C	YPL096W	
YDR359C	YEL018W	YGR002C	YNL136W	YPL066W	YPR023C	
YDR016C	YDR201W	YGL067W	YGL195W	YKL052C	YKR037C	
YDR016C	YDR201W	YGL195W	YGR113W	YKL052C	YKR037C	
YDR016C	YDR201W	YGL195W	YKL052C	YKR037C	YKR083C	
YDR016C	YDR201W	YGR113W	YKL052C	YKR037C	YKR083C	
YER116C	YIR035C	YJL187C	YJR154W	YMR072W	YPL001W	
YDL175C	YDR108W	YFR010W	YKL007W	YOR124C	YPR078C	
YER148W	YIL016W	YML031W	YMR005W	YMR227C	YPL011C	
YER143W	YHR069C	YHR081W	YKL129C	YNR024W	YOR001W	
YER133W	YLL013C	YMR311C	YNL233W	YOR227W	YPL137C	
YER125W	YGR061C	YMR275C	YOR124C	YOR138C	YOR322C	
YDL179W	YFL033C	YGR056W	YGR275W	YIL126W	YLR033W	
YDL179W	YFL049W	YGR275W	YJL140W	YJL176C	YPL129W	
YDL179W	YFL049W	YGR275W	YJL176C	YOR290C	YPL016W	
YER125W	YGR061C	YLL029W	YMR275C	YOR124C	YOR138C	
YDL181W	YER029C	YNL092W	YOR159C	YOR305W	YPL213W	
YDL185W	YEL051W	YGR020C	YMR027W	YPL201C	YPR036W	
YDL185W	YGR020C	YLR090W	YMR027W	YPL201C	YPR036W	
YEL018W	YJL081C	YJR082C	YNL107W	YNL136W	YPR031W	
YER111C	YIL050W	YKL092C	YKR077W	YLR182W	YOR083W	
YDL203C	YEL061C	YER012W	YGL096W	YJL132W	YLR290C	
YER092W	YFL013C	YLR052W	YNL059C	YNL215W	YOR189W	
YER086W	YJR009C	YOR299W	YOR368W	YPL003W	YPR164W	
YER086W	YJR009C	YNL273W	YOR368W	YPL003W	YPR164W	
YER086W	YJR009C	YLR355C	YNL273W	YOR299W	YOR368W	
YER086W	YJR009C	YLR027C	YNL102W	YNL273W	YOR299W	
YER064C	YGL039W	YKL128C	YKL157W	YLR370C	YMR068W	
YER064C	YGL039W	YKL128C	YKL157W	YKR038C	YLR370C	
YER004W	YFR036W	YHR166C	YKL022C	YLR127C	YOR249C	
YER001W	YIL103W	YKL048C	YKL191W	YLR043C	YOL109W	
YDR118W	YGL240W	YIR025W	YKL022C	YLR127C	YNL172W	
YDR153C	YGL173C	YGR054W	YHL034C	YKL023W	YLR398C	
YDR519W	YGL014W	YGL045W	YGL203C	YJR025C	YOR195W	
YDR485C	YLR085C	YLR385C	YML041C	YNL107W	YOL052C	
YDR153C	YGL173C	YGL213C	YKL023W	YLR398C	YPR189W	
YDR482C	YGL174W	YMR240C	YMR288W	YNL286W	YPL213W	
YDR477W	YER027C	YER129W	YGL115W	YGL208W	YOR142W	
YDR475C	YER133W	YLL013C	YMR311C	YNL233W	YOR227W	
YDR473C	YFL017W-A	YGR091W	YLR014C	YNR011C	YOR308C	
YDR454C	YEL023C	YHL002W	YKL216W	YOR269W	YOR368W	
YDR145W	YGL066W	YGR130C	YLR055C	YOL148C	YPL047W	
YDR138W	YJL065C	YML062C	YNL004W	YNL253W	YOR191W	
YDR138W	YHR167W	YML062C	YNL004W	YNL253W	YOR191W	
YDR108W	YDR407C	YDR472W	YIL078W	YOR115C	YPR078C	
YDR118W	YFR036W	YGL240W	YIR025W	YLR127C	YNL172W	
YDR118W	YFR036W	YGL240W	YHR166C	YIR025W	YLR127C	
YDR419W	YDR477W	YER129W	YGL115W	YGL208W	YOR142W	
YDR419W	YDR422C	YDR477W	YER027C	YER129W	YGL208W	
YDR415C	YGR204W	YHR082C	YKL210W	YLR084C	YOR184W	
YDR408C	YER030W	YGL016W	YLR192C	YNL068C	YOR361C	
YDR400W	YEL005C	YGL079W	YKL061W	YLR408C	YNL086W	
YDR383C	YGR179C	YJR135C	YLR381W	YMR198W	YOR342C	
YDR383C	YER069W	YGR006W	YJR135C	YMR198W	YPR046W	
YDR378C	YDR473C	YER172C	YGR091W	YKL173W	YOR308C	
YDR359C	YEL018W	YHR090C	YNL136W	YPL066W	YPR023C	
YDR359C	YFL024C	YHR090C	YJR082C	YNL107W	YOR244W	
YDR165W	YDR272W	YFR053C	YGL253W	YLR131C	YOR081C	
YEL018W	YHR099W	YJR082C	YNL136W	YPL066W	YPR031W	
YEL018W	YHR099W	YJR082C	YNL136W	YOR244W	YPR031W	
YEL018W	YHR090C	YNL107W	YNL136W	YPL066W	YPR023C	
YEL018W	YHR090C	YJR082C	YNL136W	YPL066W	YPR031W	
YDR017C	YDR101C	YER107C	YGR081C	YJL122W	YMR308C	
YDR017C	YGR003W	YLR288C	YLR319C	YOR326W	YPL040C	
YEL018W	YGR002C	YHR099W	YJR082C	YNL136W	YPR031W	
YEL018W	YGR002C	YHR090C	YJR082C	YNL107W	YNL136W	
YEL018W	YGR002C	YHR090C	YHR099W	YNL136W	YPR023C	
YEL003W	YGR078C	YJL179W	YLR200W	YML094W	YNL153C	
YEL003W	YGR078C	YJL041W	YJL179W	YML094W	YNL153C	
YEL003W	YGR078C	YJL005W	YLR200W	YML094W	YNL153C	
YDL160C	YDR378C	YGL173C	YJL124C	YJR022W	YNL147W	
YDR047W	YGL137W	YLR260W	YNL255C	YNL287W	YPL010W	
YDR049W	YDR515W	YGR162W	YKL204W	YOL139C	YOR276W	
YDR049W	YGL049C	YGR162W	YML017W	YOL139C	YOR276W	
YDR065W	YJL023C	YLL033W	YLR091W	YML091C	YPR116W	
YDR071C	YDR299W	YDR365C	YER127W	YGR145W	YIL142W	
YDR075W	YDR173C	YDR225W	YDR293C	YIL153W	YNL201C	
YDR075W	YDR173C	YDR225W	YGL241W	YIL153W	YNL201C	
YDR159W	YDR538W	YEL026W	YGL078C	YIL056W	YMR304W	
YDR153C	YGL173C	YGR054W	YKL023W	YLR398C	YPR189W	
YEL003W	YGR078C	YGR119C	YIL115C	YJL041W	YJL179W	
YDR103W	YDR454C	YEL023C	YKL216W	YOR269W	YOR368W	
YGL005C	YGL223C	YML071C	YNL041C	YNL051W	YPR105C	
YGL121C	YGR136W	YJL066C	YMR048W	YNL273W	YOR153W	
YGL116W	YJL110C	YMR031C	YMR086W	YPL004C	YPL155C	
YGL112C	YGR274C	YML015C	YML098W	YMR227C	YPL011C	
YGL066W	YGL112C	YLR055C	YMR223W	YOL148C	YPL047W	
YGL045W	YIL101C	YMR067C	YNL052W	YOR188W	YPL216W	
YGL019W	YLR407W	YMR172W	YNL031C	YOR039W	YOR061W	
YGL019W	YKR072C	YLR407W	YMR172W	YOR039W	YOR061W	
YCR089W	YGR084C	YHR061C	YIL067C	YMR012W	YMR188C	
YCR090C	YDL051W	YDL092W	YKL122C	YKL129C	YML105C	
YDR334W	YDR485C	YLR085C	YLR385C	YML041C	YOL052C	
YDR357C	YDR400W	YGL079W	YKL061W	YLR408C	YNL086W	
YDR357C	YEL005C	YGL079W	YKL061W	YLR408C	YNL086W	
YGL174W	YMR240C	YMR288W	YNL286W	YOR319W	YPL213W	
YGL005C	YGL223C	YKL159C	YNL041C	YNL051W	YPR105C	
YGL005C	YGL223C	YKL159C	YML071C	YNL051W	YPR105C	
YGL005C	YGL223C	YKL159C	YML071C	YNL041C	YPR105C	
YGL005C	YGL223C	YKL159C	YML071C	YNL041C	YNL051W	
YGL005C	YGL223C	YKL081W	YML071C	YNL041C	YNL051W	
YGL005C	YGL223C	YKL081W	YKL159C	YNL041C	YNL051W	
YGL005C	YGL223C	YHR155W	YKL081W	YNL041C	YNL051W	
YGL005C	YGL223C	YGR120C	YKL159C	YML071C	YNL051W	
YGL005C	YGL223C	YGR120C	YKL159C	YML071C	YNL041C	
YFR036W	YGL240W	YIR025W	YKL022C	YLR127C	YNL172W	
YFR036W	YGL240W	YHR166C	YIR025W	YKL022C	YLR127C	
YFR015C	YJL137C	YKR058W	YLR258W	YOL090W	YPL170W	
YDR312W	YDR496C	YER110C	YHR066W	YNL122C	YOL034W	
YCR071C	YDR116C	YGR076C	YLR439W	YMR024W	YNL284C	
YGR124W	YKL172W	YLR196W	YLR455W	YOL041C	YOR064C	
YGR084C	YGR215W	YHR061C	YIL067C	YMR188C	YNR036C	
YGR068C	YHR138C	YIL094C	YKR003W	YNL304W	YPR061C	
YGR062C	YLR333C	YLR432W	YML056C	YOR360C	YPL220W	
YDR272W	YER001W	YIL103W	YKL191W	YLR043C	YLR231C	
YGR062C	YHR216W	YLR432W	YML056C	YNL067W	YOR360C	
YGR062C	YGR237C	YIL154C	YLR432W	YML056C	YOR360C	
YGR062C	YGR237C	YHR216W	YLR432W	YML056C	YOR360C	
YDR283C	YDR415C	YGR167W	YKL101W	YML057W	YNR051C	
YDR301W	YGR156W	YHR029C	YKL018W	YLR115W	YOR179C	
YDR301W	YKL018W	YKR002W	YNL222W	YOR179C	YPR107C	
YFR015C	YGL234W	YKR058W	YLR258W	YOL090W	YPL170W	
YDR318W	YDR383C	YGR006W	YJR135C	YPL018W	YPR046W	
YCR077C	YDR378C	YGL173C	YHL034C	YKL023W	YNL147W	
YCR077C	YEL015W	YGL173C	YGR054W	YJL124C	YLR438C-A	
YCR077C	YER112W	YER146W	YGL173C	YGR054W	YJL124C	
YCR077C	YGL173C	YGR054W	YJL124C	YJR022W	YNL147W	
YGR043C	YGR156W	YKL018W	YKR002W	YLR115W	YNL222W	
YGR003W	YKL124W	YLR288C	YLR319C	YOR326W	YPL040C	
YGL244W	YJR148W	YLR418C	YMR113W	YOL145C	YOR123C	
YGL232W	YGR180C	YHR090C	YLR347C	YML060W	YPL178W	
YGL229C	YJL102W	YJR154W	YLL022C	YNL030W	YNL206C	
YCR081W	YDR443C	YHR067W	YLR071C	YNL025C	YPL042C	
YDL134C	YER032W	YGL190C	YGL251C	YML109W	YMR273C	
YDR195W	YKL018W	YLR115W	YNL222W	YOR179C	YPR107C	
YER157W	YGR120C	YML071C	YNL041C	YNL051W	YPR105C	
YER157W	YGL223C	YGR120C	YML071C	YNL041C	YPR105C	
YDL084W	YDR138W	YHR167W	YJR032W	YML062C	YOR191W	
YDL084W	YDR138W	YHR167W	YNL004W	YOR191W	YPL127C	
YER157W	YGL223C	YGR120C	YML071C	YNL041C	YNL051W	
YER157W	YGL005C	YML071C	YNL041C	YNL051W	YPR105C	
YER157W	YGL005C	YGR120C	YML071C	YNL051W	YPR105C	
YER157W	YGL005C	YGR120C	YML071C	YNL041C	YNL051W	
YER157W	YGL005C	YGL223C	YML071C	YNL041C	YPR105C	
YDL087C	YGR013W	YGR074W	YIL061C	YLR275W	YNL092W	
YDL108W	YDR311W	YDR460W	YER171W	YGR098C	YPR056W	
YER164W	YGL019W	YKL088W	YLR407W	YMR172W	YOR061W	
YDL137W	YDR018C	YGL197W	YIL051C	YIL147C	YPL085W	
YDR195W	YGR156W	YKL059C	YLR115W	YLR277C	YOR179C	
YDL143W	YEL043W	YFL054C	YJL129C	YKL048C	YKL142W	
YDR195W	YGR156W	YHR029C	YKL018W	YLR115W	YOR179C	
YER157W	YGL005C	YGL223C	YGR120C	YML071C	YNL041C	
YDL145C	YER059W	YGR233C	YLR190W	YOL001W	YPL031C	
YDL145C	YER059W	YGR233C	YLR190W	YPL031C	YPL219W	
YDR195W	YDR301W	YKL018W	YLR277C	YOR179C	YPR107C	
YDL145C	YER120W	YFR051C	YIL076W	YNL287W	YPL219W	
YDR195W	YDR301W	YGR156W	YLR115W	YLR277C	YOR179C	
YDL150W	YJL011C	YKL144C	YKR025W	YNL113W	YNL151C	
YDL051W	YDL092W	YKL122C	YPL210C	YPL243W	YPR088C	
YDL002C	YER092W	YFL013C	YLR052W	YNL059C	YNL215W	
YDL002C	YER092W	YLR052W	YNL215W	YOR141C	YOR189W	
YFR015C	YGL234W	YJL137C	YKR058W	YLR258W	YPL170W	
YFR015C	YGL234W	YJL137C	YKR058W	YLR258W	YOL090W	
YDL040C	YDR303C	YGR054W	YHR013C	YMR108W	YOR253W	
YFL054C	YIL020C	YJL129C	YKL048C	YKL142W	YLR179C	
YDL042C	YDR227W	YGL121C	YHR137W	YLR278C	YLR442C	
YER184C	YGR238C	YHR158C	YMR124W	YPR047W	YPR179C	
YER184C	YGR238C	YHR158C	YMR124W	YPL155C	YPR047W	
YDL042C	YNL039W	YNR003C	YOR116C	YOR207C	YPR190C	
YER172C	YLR275W	YNR011C	YOR305W	YOR308C	YPR182W	
YDL045W-A	YDR175C	YDR337W	YGR165W	YJL063C	YJR113C	
YCR071C	YDR116C	YDR322W	YDR405W	YGR076C	YNL284C	
YDL051W	YDR378C	YGR091W	YOR078W	YOR308C	YPR178W	
YER168C	YGL252C	YLR085C	YNL076W	YPL004C	YPL155C	
YDL051W	YER172C	YNR011C	YOR078W	YOR308C	YPR178W	
YDL056W	YER111C	YIL050W	YKR077W	YLR182W	YOR083W	
YDL056W	YER111C	YKL092C	YKR077W	YLR182W	YOR083W	
YDL059C	YDR392W	YGR252W	YMR236W	YOL148C	YOR023C	
YDL065C	YER148W	YIL016W	YMR005W	YMR227C	YPL011C	
YDL066W	YDR159W	YDR538W	YGR188C	YLR436C	YMR304W	
YDR201W	YGL061C	YGR113W	YKR037C	YKR083C	YOR304C-A	
YDR201W	YGL061C	YGL195W	YGR113W	YKR037C	YOR304C-A	
YER164W	YGL019W	YLR407W	YMR172W	YOR039W	YOR061W	
YBR176W	YDL236W	YDR347W	YJR060W	YOL072W	YPR080W	
YBR170C	YGR048W	YHR124W	YHR154W	YNL155W	YOR201C	
YAL023C	YBR171W	YCR043C	YDL095W	YEL036C	YOR153W	
YBR173C	YEL061C	YER132C	YGR067C	YGR135W	YJR143C	
YBR173C	YGL096W	YGR087C	YKL206C	YKR054C	YLR199C	
YAL023C	YBL075C	YCR043C	YDR128W	YEL036C	YMR123W	
YAL023C	YBL075C	YCR043C	YDR128W	YEL036C	YLR325C	
YBL058W	YJR053W	YJR098C	YML064C	YOR342C	YPL133C	
YBR175W	YBR258C	YDR469W	YHR119W	YLR015W	YLR246W	
YBR175W	YBR258C	YHR119W	YLR015W	YLR246W	YPL138C	
YBR175W	YDR469W	YHR029C	YKL018W	YOR179C	YPL138C	
YBR176W	YDL236W	YDR347W	YHL004W	YJR060W	YPR080W	
YBR170C	YBR180W	YGL140C	YJR103W	YKL117W	YOR262W	
YBL058W	YJR098C	YLR377C	YML064C	YOR342C	YPL133C	
YBL058W	YJR098C	YLR377C	YNL155W	YOR342C	YPL133C	
YBR055C	YDR473C	YER172C	YGR278W	YKL173W	YOR308C	
YBR055C	YDR473C	YER172C	YGR091W	YNR011C	YOR308C	
YAL021C	YDR252W	YGR134W	YJR011C	YNL288W	YPL268W	
YBR055C	YDL051W	YER172C	YOR078W	YOR308C	YPR178W	
YAL021C	YDR252W	YGR134W	YHR193C	YJR011C	YPL268W	
YAL021C	YDR252W	YGR134W	YHR193C	YJR011C	YNL288W	
YAL021C	YDR221W	YDR252W	YGR134W	YHR193C	YJR011C	
YBR188C	YDR074W	YDR416W	YGR129W	YJR050W	YLR117C	
YAL031C	YBL010C	YDR195W	YKR002W	YNL317W	YPR107C	
YBR139W	YDR006C	YDR234W	YGR285C	YHR064C	YLR262C	
YBR139W	YDR006C	YDR457W	YGR285C	YHR064C	YOL025W	
YBR139W	YDR006C	YFL007W	YGR285C	YHR064C	YLR336C	
YBR139W	YDR006C	YFL007W	YGR285C	YHR064C	YOL059W	
YBR139W	YDR006C	YGR285C	YHR064C	YLR262C	YLR336C	
YBR146W	YCR089W	YGR084C	YHR061C	YIL067C	YMR012W	
YBR146W	YCR089W	YGR084C	YHR061C	YMR012W	YMR188C	
YBR146W	YDR337W	YER050C	YMR158W	YNL081C	YPL013C	
YBR146W	YGR084C	YHR061C	YIL067C	YMR012W	YMR188C	
YAL031C	YBL010C	YDR195W	YNL317W	YOR179C	YPR107C	
YBR188C	YDR416W	YDR482C	YJR050W	YLL036C	YPR134W	
YBL055C	YDR153C	YDR280W	YGL213C	YLR398C	YPR189W	
YBR159W	YIL062C	YJR065C	YKL013C	YMR028W	YNR035C	
YBR160W	YDL155W	YLR079W	YLR210W	YPR119W	YPR120C	
YAL027W	YJR065C	YML095C	YMR028W	YPL022W	YPL183C	
YBL058W	YDR295C	YJR098C	YLR377C	YML064C	YPL133C	
YAL027W	YDR120C	YER049W	YOR051C	YPL022W	YPL183C	
YBL058W	YDR295C	YJR098C	YLR377C	YOR342C	YPL133C	
YAL027W	YDR120C	YER049W	YLL018C	YML095C	YOR051C	
YBR169C	YDR415C	YHR082C	YKL210W	YLR084C	YOR184W	
YBR170C	YBR180W	YGL140C	YGR136W	YKL117W	YOR262W	
YAL011W	YDR334W	YLR085C	YLR187W	YLR385C	YOL052C	
YBR229C	YDR141C	YDR221W	YHR193C	YMR140W	YPL037C	
YBR025C	YCR065W	YCR105W	YJR102C	YLR417W	YPL002C	
YAL011W	YER168C	YGL252C	YLR085C	YLR187W	YML041C	
YBR234C	YDL029W	YKL013C	YLR370C	YNR035C	YOR269W	
YAL011W	YDR485C	YER168C	YLR085C	YLR385C	YOL052C	
YBR245C	YGL133W	YHR084W	YLR095C	YOR304W	YPL055C	
YBR245C	YGL133W	YJL065C	YLR095C	YMR044W	YOR304W	
YBR245C	YGL133W	YJL065C	YLR095C	YNL230C	YOR304W	
YBR245C	YGL133W	YJL065C	YMR044W	YOR304W	YPL055C	
YBR245C	YGL133W	YLR095C	YMR044W	YOR304W	YPL055C	
YBR245C	YGL133W	YLR095C	YOL017W	YOR304W	YPL055C	
YBR229C	YDR141C	YDR221W	YHR193C	YJR011C	YPL037C	
YAL011W	YDR334W	YGR002C	YJL081C	YML041C	YNL059C	
YBL061C	YCR105W	YIL156W	YJL020C	YKL025C	YLR386W	
YBR245C	YLR095C	YMR044W	YOL017W	YOR304W	YPL055C	
YAL011W	YDR227W	YLR085C	YLR385C	YML041C	YOL052C	
YBR249C	YFL013C	YHR155W	YKL056C	YKL081W	YPL048W	
YBR251W	YIL093C	YJR101W	YNL022C	YNR037C	YOR158W	
YBR257W	YDR478W	YHR062C	YLR145W	YNL221C	YNL282W	
YAL011W	YDR227W	YGL252C	YLR085C	YML041C	YNL076W	
YAL011W	YBR231C	YDR334W	YDR485C	YLR085C	YNL107W	
YBR023C	YDR034C	YGR072W	YHR077C	YIR009W	YML052W	
YBL059W	YDL115C	YGL043W	YGL070C	YGR186W	YJL140W	
YBR188C	YDR482C	YGR129W	YLR117C	YPL151C	YPR134W	
YBR188C	YDR482C	YLL036C	YLR117C	YLR132C	YPL151C	
YBR188C	YDR482C	YLL036C	YLR117C	YPL151C	YPR134W	
YBR042C	YFL034W	YKL135C	YLR170C	YPL259C	YPR029C	
YBR034C	YBR107C	YDR254W	YJL105W	YLR315W	YPL018W	
YBL059W	YCR079W	YDL115C	YGL043W	YGL070C	YJL140W	
YAL021C	YCR093W	YDR252W	YGR134W	YJR011C	YPL268W	
YAL021C	YCR093W	YDR252W	YGR134W	YJR011C	YNL288W	
YBR028C	YER018C	YIL144W	YMR117C	YNL054W	YOL069W	
YAL021C	YCR093W	YDR252W	YGR134W	YHR193C	YJR011C	
YBR139W	YDR006C	YDR234W	YFL007W	YGR285C	YHR064C	
YBR197C	YDR022C	YJR156C	YLR423C	YPL166W	YPR049C	
YBR028C	YDL073W	YER018C	YIL144W	YMR117C	YOL069W	
YAL016W	YML109W	YMR273C	YOR014W	YOR162C	YPL152W	
YBL059W	YDL115C	YGL043W	YGL070C	YGR186W	YPL129W	
YAL016W	YDL188C	YGR161C	YMR273C	YOR162C	YPL152W	
YAL013W	YBR223C	YGR263C	YMR263W	YPL139C	YPL181W	
YAL013W	YBR095C	YDR207C	YIL084C	YMR263W	YPL181W	
YBL059W	YDL115C	YGL070C	YGR063C	YJL140W	YML010W	
YBR229C	YDR092W	YDR221W	YHR193C	YMR140W	YPL037C	
YBR229C	YDR141C	YDR221W	YGL097W	YHR193C	YPL037C	
YAR071W	YBL032W	YGL245W	YHR111W	YOR097C	YPL144W	
YBR073W	YJR131W	YKL088W	YKR056W	YKR072C	YOR054C	
YBL008W	YBR215W	YIL121W	YJL115W	YJR140C	YLR403W	
YBR079C	YBR173C	YGR087C	YJR007W	YKL206C	YLR199C	
YBR081C	YBR198C	YDR406W	YLR055C	YMR223W	YOL148C	
YBR081C	YBR198C	YGL112C	YLR055C	YMR223W	YPL047W	
YBL046W	YDR075W	YDR225W	YDR293C	YIL153W	YNL201C	
YBL004W	YEL015W	YJL124C	YLR438C-A	YMR268C	YOL149W	
YBR066C	YCR082W	YDL059C	YDR448W	YGR252W	YOR023C	
YBR066C	YCR082W	YDL059C	YDR176W	YGR252W	YOR023C	
YBL002W	YER091C	YLR133W	YLR455W	YNL088W	YOR064C	
YBR065C	YKL081W	YMR146C	YMR309C	YOR254C	YPL105C	
YBL008W	YBR215W	YIL121W	YJL115W	YJR140C	YOR038C	
YAR071W	YBL032W	YCL029C	YGL245W	YHR111W	YOR097C	
YBL046W	YDR075W	YDR293C	YER033C	YIL153W	YNL201C	
YAR062W	YDL040C	YDR303C	YHR013C	YMR108W	YPL247C	
YBR087W	YCR016W	YNL290W	YOL094C	YOR144C	YOR217W	
YBR087W	YJR068W	YNL290W	YOL094C	YOR144C	YOR217W	
YAR062W	YDL031W	YDL040C	YHR013C	YMR108W	YOR253W	
YBR065C	YDR429C	YMR146C	YMR309C	YOR254C	YPL105C	
YBR094W	YDR378C	YEL015W	YJL124C	YLR438C-A	YNL118C	
YBL047C	YDR156W	YIR024C	YJL148W	YJR063W	YNL248C	
YBR065C	YBR249C	YKL056C	YKL081W	YNL041C	YPL048W	
YBR069C	YDR006C	YDR234W	YGR285C	YHR064C	YLR262C	
YBR067C	YER151C	YML029W	YMR118C	YMR173W	YOL109W	
YBR069C	YBR139W	YCL014W	YDR165W	YFR053C	YHR064C	
YBL038W	YGR093W	YJL200C	YKL167C	YKR006C	YML025C	
YBR069C	YBR139W	YDR006C	YDR457W	YGR285C	YHR064C	
YBR069C	YBR139W	YDR006C	YFL007W	YGR285C	YHR064C	
YBR069C	YBR139W	YDR006C	YGR285C	YHR064C	YLR262C	
YBR069C	YCR093W	YFR004W	YIL075C	YMR191W	YPR108W	
YBL046W	YDR075W	YDR173C	YDR225W	YGL241W	YNL201C	
YBR069C	YDR006C	YDR234W	YDR457W	YGR285C	YHR064C	
YBR069C	YDR006C	YDR234W	YFL007W	YGR285C	YHR064C	
YAR014C	YGR238C	YHR158C	YMR124W	YPL155C	YPR047W	
YBL046W	YDR075W	YDR173C	YDR293C	YIL153W	YNL201C	
YBL046W	YDR075W	YDR173C	YGR063C	YML010W	YNL201C	
YBR069C	YDR234W	YDR457W	YGR285C	YHR064C	YOL025W	
YBR069C	YDR234W	YGR285C	YHR064C	YLR262C	YLR336C	
YBR067C	YDR283C	YER151C	YHR039C	YMR255W	YNR051C	
YBL026W	YCR077C	YDR378C	YEL015W	YGL173C	YJL124C	
YBR067C	YDR283C	YDR415C	YER151C	YML057W	YNR051C	
YBR067C	YCR028C-A	YDR415C	YER151C	YHR039C	YNR051C	
YBL046W	YDR075W	YDR225W	YDR293C	YGL241W	YNL201C	
YBL010C	YDR519W	YGL014W	YGL203C	YJR025C	YNL317W	
