YCR057C	YDR071C	YDR299W	YDR365C	YDR449C	YGL120C	YGR145W	YHR065C	YIL142W	YJL069C	YKL015W	YLR129W	YLR222C	YLR409C	YMR259C	YNL224C	YNR054C	YOR310C	YPR137W	
YAR062W	YDL040C	YDR303C	YGR054W	YHR013C	YMR108W	YPL247C	
YDL078C	YDR248C	YDR304C	YFR030W	YHL008C	YHR185C	YMR016C	
YDR419W	YDR422C	YDR477W	YER027C	YER129W	YGL115W	YGL208W	
YBR175W	YDR469W	YHR029C	YHR119W	YJR094W-A	YKL018W	YPL138C	
YDR272W	YER001W	YIL103W	YKL048C	YKL191W	YLR043C	YLR231C	
YBR176W	YCR059C	YDL074C	YDL236W	YDR347W	YOL072W	YPR080W	
YDR419W	YDR422C	YDR477W	YER129W	YGL115W	YGL208W	YOR142W	
YBR176W	YCR059C	YDL236W	YDR169C	YOL072W	YPL051W	YPR080W	
YBL026W	YBR094W	YCR077C	YDR378C	YEL015W	YJL124C	YLR438C-A	
YDR422C	YDR477W	YER027C	YER129W	YGL115W	YGL208W	YOR142W	
YDL056W	YER111C	YIL050W	YKL092C	YKR077W	YLR182W	YOR083W	
YDR424C	YGR119C	YIL115C	YJL041W	YJL061W	YKR082W	YOR046C	
YDR443C	YER022W	YLR071C	YNL025C	YNR010W	YPL042C	YPL210C	
YGL121C	YGR136W	YJL066C	YMR048W	YNL273W	YOL154W	YOR153W	
YGL116W	YHL032C	YJL110C	YMR031C	YMR086W	YPL004C	YPL155C	
YDR482C	YJL203W	YLR011W	YML049C	YMR240C	YMR288W	YNL286W	
YDR485C	YLR085C	YLR385C	YLR399C	YML041C	YNL107W	YOL052C	
YBL008W	YBR215W	YIL121W	YJL115W	YJR140C	YOR038C	YPL153C	
YBL008W	YBR215W	YIL121W	YJL115W	YJR140C	YLR403W	YOR038C	
YAR002W	YDR312W	YDR496C	YER110C	YHR066W	YNL122C	YOL034W	
YDL045W-A	YDR175C	YGR165W	YJL063C	YJR096W	YJR113C	YNR036C	
YGL045W	YIL101C	YLR407W	YMR067C	YNL052W	YOR188W	YPL216W	
YDL042C	YIL107C	YNL039W	YNR003C	YOR116C	YOR207C	YPR190C	
YAR002W	YGL232W	YGR180C	YHR090C	YLR347C	YML060W	YPL178W	
YBR221C	YGL244W	YJR148W	YLR418C	YMR113W	YOL145C	YOR123C	
YDL040C	YDL065C	YDR303C	YGR054W	YHR013C	YMR108W	YOR253W	
YCR002C	YDL225W	YDR507C	YDR533C	YHR107C	YIR022W	YLR314C	
YCR002C	YDL225W	YDR507C	YDR533C	YHR107C	YJR076C	YLR314C	
YCL011C	YDR138W	YHR167W	YML062C	YNL004W	YNL253W	YOR191W	
YEL043W	YFL054C	YIL020C	YJL129C	YKL048C	YKL142W	YLR179C	
YCR002C	YDL225W	YDR507C	YDR533C	YHR107C	YLR314C	YLR356W	
YAL067C	YBR156C	YIR021W	YLR113W	YNL091W	YNL162W	YOL097C	
YEL043W	YFL054C	YJL129C	YKL048C	YKL142W	YLR179C	YNL067W	
YEL044W	YER092W	YLR052W	YLR072W	YNL059C	YNL215W	YOR141C	
YBR229C	YDR092W	YDR221W	YGL087C	YHR193C	YMR140W	YPL037C	
YCR002C	YDL225W	YDR507C	YHR107C	YIR008C	YJR076C	YMR139W	
YDL002C	YER092W	YLR052W	YLR072W	YNL215W	YOR141C	YOR189W	
YAR014C	YGR238C	YHR158C	YMR124W	YPL155C	YPR047W	YPR179C	
YEL003W	YGR078C	YJL005W	YJL179W	YLR200W	YML094W	YNL153C	
YEL003W	YGR078C	YJL041W	YJL179W	YKR082W	YLR200W	YML094W	
YEL003W	YGR078C	YJL041W	YJL179W	YLR200W	YML094W	YNL153C	
YHR167W	YJL065C	YML062C	YNL004W	YNL253W	YOR191W	YPL127C	
YAR042W	YBR176W	YDL236W	YDR347W	YJR060W	YOL072W	YPR080W	
YCL011C	YDR138W	YHR167W	YML062C	YNL253W	YNR047W	YOR191W	
YEL018W	YGR002C	YHR090C	YHR099W	YNL136W	YNL246W	YPR023C	
YCR002C	YDL225W	YDR101C	YDR168W	YDR533C	YJR076C	YLR314C	
YHR012W	YJL053W	YJL154C	YKL195W	YOR069W	YOR132W	YPL070W	
YAR014C	YER184C	YGR238C	YHR158C	YMR124W	YPR047W	YPR179C	
YEL018W	YHR099W	YJR082C	YNL136W	YOR244W	YPL066W	YPR031W	
YEL018W	YJL081C	YJR082C	YNL107W	YNL136W	YNL246W	YPR031W	
YBR198C	YGL112C	YGR274C	YIL016W	YML015C	YMR005W	YMR227C	
YBR198C	YGL112C	YGR274C	YML015C	YML031W	YMR005W	YMR227C	
YBR198C	YGR274C	YML098W	YMR005W	YMR227C	YPL011C	YPL167C	
YAR003W	YBR175W	YDR469W	YHR029C	YJR094W-A	YLL023C	YPL138C	
YAR003W	YBR175W	YDR469W	YHR029C	YHR119W	YLL023C	YPL138C	
YDR359C	YEL018W	YFL024C	YHR090C	YJR082C	YNL107W	YPR023C	
YCL011C	YHR167W	YJL065C	YML062C	YNL004W	YNL253W	YOR191W	
YDL145C	YER059W	YGR233C	YLR190W	YOL001W	YPL031C	YPL219W	
YBL058W	YDR295C	YJR098C	YLR377C	YNL155W	YOR342C	YPL133C	
YDR318W	YDR383C	YGR179C	YLR381W	YOR342C	YPL018W	YPR046W	
YBL058W	YDR295C	YJR098C	YLR377C	YML064C	YNL155W	YPL133C	
YCR057C	YDR449C	YJL069C	YLR129W	YLR222C	YLR409C	YMR259C	
YDR357C	YDR400W	YEL005C	YGL079W	YKL061W	YLR408C	YNL086W	
YBL054W	YCR014C	YFR010W	YJR066W	YKL007W	YLR421C	YOR124C	
YBL058W	YJR053W	YJR098C	YLR377C	YML064C	YOR342C	YPL133C	
YDR359C	YEL018W	YGR002C	YHR090C	YJR082C	YNL107W	YPR023C	
YDL145C	YER059W	YGR233C	YHR066W	YOL001W	YPL031C	YPL219W	
YDL145C	YER059W	YGR233C	YHR066W	YLR190W	YPL031C	YPL219W	
YDL145C	YER059W	YGR233C	YHR066W	YLR190W	YOL001W	YPL031C	
YDL145C	YER059W	YFR051C	YGR233C	YLR190W	YPL031C	YPL219W	
YDR416W	YER069W	YJR050W	YKL095W	YLR147C	YLR325C	YMR213W	
YBL047C	YDR156W	YIR024C	YJL148W	YJL207C	YJR063W	YNL248C	
YBL047C	YDR026C	YDR156W	YJL148W	YJR063W	YNL248C	YNR003C	
YBL059W	YCR079W	YDL115C	YGL043W	YGL070C	YGR186W	YJL140W	
YDR272W	YER001W	YIL103W	YKL048C	YKL191W	YLR043C	YOL109W	
YDR280W	YER143W	YHR081W	YJR125C	YNR024W	YOR001W	YOR076C	
YDR299W	YDR365C	YER127W	YGR145W	YHR065C	YIL142W	YKL015W	
YBL059W	YDL115C	YGL043W	YGL070C	YGR063C	YJL140W	YPL129W	
YBL059W	YDL115C	YGL019W	YGL043W	YGL070C	YGR063C	YJL140W	
YBL059W	YCR079W	YDL115C	YGL070C	YGR063C	YJL140W	YML010W	
YBL059W	YCR079W	YDL115C	YGL043W	YGL070C	YJL140W	YPL129W	
YBL059W	YCR079W	YDL115C	YGL043W	YGL070C	YGR186W	YPL129W	
YBR160W	YDL155W	YLR079W	YLR187W	YLR210W	YPR119W	YPR120C	
YBL059W	YCR079W	YDL115C	YGL043W	YGL070C	YGR063C	YJL140W	
YBL059W	YBL082C	YGL043W	YGL070C	YIL021W	YML010W	YPR133C	
YDR314C	YDR519W	YGL014W	YGL045W	YGL203C	YJR025C	YOR195W	
YBR146W	YCR089W	YGR084C	YHR061C	YIL067C	YMR012W	YMR188C	
YDR318W	YDR383C	YER069W	YGR006W	YJR135C	YLR381W	YPR046W	
YDR318W	YDR383C	YER069W	YGR006W	YJR135C	YPL018W	YPR046W	
YBL058W	YJR098C	YLR377C	YML064C	YNL155W	YOR342C	YPL133C	
YGL174W	YIR009W	YMR240C	YMR288W	YNL286W	YOR319W	YPL213W	
YDR359C	YFL024C	YHR090C	YJR082C	YNL107W	YOR244W	YPR023C	
YDL108W	YDR311W	YDR460W	YER171W	YLR005W	YPR025C	YPR056W	
YDR359C	YFL024C	YHR090C	YJR082C	YOR244W	YPR023C	YPR031W	
YBR173C	YGL096W	YGR087C	YGR135W	YKL206C	YKR054C	YLR199C	
YDL108W	YDR311W	YDR460W	YER171W	YGR098C	YMR228W	YPR056W	
YBR173C	YGL096W	YGR087C	YKL206C	YKR054C	YLR199C	YMR314W	
YBR173C	YGL096W	YGR087C	YKR054C	YLR199C	YML092C	YOR355W	
YDL087C	YGR013W	YHR086W	YHR127W	YIL061C	YKL012W	YML046W	
YBL047C	YDR026C	YDR156W	YFR028C	YJL148W	YJR063W	YNL248C	
YDR398W	YGL120C	YKR092C	YNL224C	YOL012C	YOR310C	YPR137W	
YDR400W	YEL005C	YGL079W	YKL061W	YLR362W	YLR408C	YNL086W	
YBL038W	YGL068W	YGR093W	YJL200C	YKL167C	YKR006C	YML025C	
YGL173C	YGR054W	YHL034C	YKL023W	YLR398C	YNL175C	YPR189W	
YBR175W	YBR258C	YDR469W	YHR119W	YJR094W-A	YLR015W	YLR246W	
YBR175W	YBR258C	YDR469W	YHR119W	YLR015W	YLR246W	YPL138C	
YBR175W	YBR258C	YHR119W	YLL023C	YLR015W	YLR246W	YPL138C	
YDR408C	YDR429C	YER030W	YGL016W	YLR192C	YNL068C	YOR361C	
YDL115C	YDL179W	YFL049W	YGR275W	YJL140W	YJL176C	YPL129W	
YBL047C	YDR026C	YDR156W	YIR024C	YJL148W	YJR063W	YNL248C	
YBR161W	YCL044C	YDL179W	YEL047C	YGR056W	YGR275W	YMR091C	
YDL137W	YDR018C	YDR374C	YGL197W	YIL051C	YIL147C	YPL085W	
YDL134C	YDL188C	YER032W	YGL190C	YGL251C	YML109W	YMR273C	
YDR359C	YEL018W	YHR090C	YJR082C	YNL107W	YOR244W	YPR023C	
YBL046W	YDR075W	YDR173C	YDR225W	YDR293C	YIL153W	YNL201C	
YCL011C	YDR138W	YJL065C	YML062C	YNL004W	YOR191W	YPL127C	
YBL046W	YDR075W	YDR225W	YDR293C	YGL241W	YML010W	YNL201C	
YDR359C	YEL018W	YHR090C	YNL136W	YNL246W	YPL066W	YPR023C	
YBL046W	YDR075W	YDR225W	YDR293C	YER033C	YIL153W	YNL201C	
YDR359C	YEL018W	YHR090C	YJR082C	YNL136W	YPL066W	YPR023C	
YDR359C	YEL018W	YHR090C	YJR082C	YOR244W	YPR023C	YPR031W	
YCR028C-A	YKL114C	YLR072W	YLR226W	YNL031C	YNL079C	
YCR066W	YDL074C	YGL058W	YGR180C	YML101C	YMR100W	
YDR153C	YGL173C	YGR054W	YKL023W	YLR398C	YPR189W	
YCR063W	YDL030W	YDL043C	YGL174W	YJL203W	YLR011W	
YCR059C	YDL216C	YDR179C	YIL071C	YMR025W	YOL117W	
YCR033W	YDR310C	YIL112W	YKR029C	YOL068C	YOR279C	
YCR063W	YDL043C	YDR482C	YGL174W	YGR129W	YJL203W	
YCR016W	YDR153C	YGL213C	YKL015W	YKL023W	YPR189W	
YCR063W	YDL043C	YGL174W	YGR129W	YML049C	YPL151C	
YCR035C	YER143W	YGR158C	YHR081W	YNR024W	YOR001W	
YCR009C	YGL134W	YGR033C	YLR218C	YPL249C	YPR062W	
YCR059C	YHR167W	YML062C	YNL004W	YNL253W	YOR191W	
YCR016W	YDR153C	YGL213C	YKL023W	YLR398C	YPR189W	
YEL018W	YHR090C	YJR082C	YNL136W	YPL066W	YPR031W	
YDR475C	YER133W	YLL013C	YMR311C	YNL233W	YOR227W	
YDR477W	YER027C	YER129W	YGL115W	YGL208W	YOR142W	
YDR482C	YGL174W	YIR009W	YMR240C	YMR288W	YPL213W	
YDR482C	YGL174W	YMR240C	YMR288W	YNL286W	YPL213W	
YDR482C	YJL203W	YLR011W	YML049C	YMR240C	YMR288W	
YDR482C	YJL203W	YML049C	YMR240C	YMR288W	YNL286W	
YDR485C	YLR085C	YLR385C	YLR399C	YML041C	YOL052C	
YEL003W	YGR078C	YJL005W	YLR200W	YML094W	YNL153C	
YEL003W	YGR078C	YJL041W	YJL179W	YLR200W	YML094W	
YEL003W	YGR078C	YJL041W	YJL179W	YML094W	YNL153C	
YEL003W	YGR078C	YJL179W	YLR200W	YML094W	YNL153C	
YEL018W	YGR002C	YHR090C	YHR099W	YNL136W	YNL246W	
YEL018W	YGR002C	YHR090C	YJR082C	YNL107W	YNL136W	
YDR473C	YGR091W	YKL173W	YLR438C-A	YNR011C	YOR308C	
YEL018W	YHR090C	YNL107W	YNL136W	YPL066W	YPR023C	
YGL045W	YIL101C	YLR407W	YNL052W	YOR188W	YPL216W	
YEL034W	YJR047C	YKL047W	YLR069C	YNL085W	YPL144W	
YEL037C	YER095W	YER162C	YKL005C	YML011C	YPL096W	
YEL037C	YER162C	YFR024C-A	YHR016C	YML011C	YPL096W	
YEL043W	YFL054C	YIL020C	YJL129C	YKL142W	YLR179C	
YEL043W	YFL054C	YIL020C	YKL048C	YKL142W	YLR179C	
YEL043W	YFL054C	YJL129C	YKL048C	YKL142W	YLR179C	
YEL043W	YFL054C	YJL129C	YKL048C	YKL142W	YNL067W	
YEL044W	YGL150C	YLR052W	YLR072W	YNL215W	YOR141C	
YEL050C	YGR220C	YKR085C	YMR193W	YNL252C	YPL173W	
YGL019W	YKR072C	YLR407W	YMR172W	YOR039W	YOR061W	
YEL060C	YFR009W	YGR251W	YJR031C	YNL085W	YNL186W	
YDR359C	YFL024C	YHR090C	YJR082C	YNL107W	YOR244W	
YDR301W	YGR156W	YHR029C	YKL018W	YLR115W	YOR179C	
YDR301W	YKL018W	YKR002W	YNL222W	YOR179C	YPR107C	
YDR312W	YDR496C	YER110C	YHR066W	YNL122C	YOL034W	
YDR318W	YDR383C	YER069W	YGR006W	YJR135C	YPR046W	
YDR318W	YDR383C	YGR006W	YJR135C	YLR381W	YPR046W	
YGL229C	YJL102W	YJR154W	YLL022C	YNL030W	YNL206C	
YDR337W	YGL129C	YGR165W	YJL063C	YJR113C	YNR036C	
YDR357C	YDR400W	YEL005C	YGL079W	YKL061W	YLR408C	
YDR357C	YDR400W	YGL079W	YKL061W	YLR408C	YNL086W	
YDR357C	YEL005C	YGL079W	YKL061W	YLR408C	YNL086W	
YDR359C	YEL018W	YGR002C	YHR090C	YJR082C	YPR023C	
YDR359C	YEL018W	YGR002C	YNL136W	YPL066W	YPR023C	
YDR359C	YEL018W	YHR099W	YNL107W	YNL136W	YPL066W	
YEL061C	YER132C	YGR067C	YGR135W	YJR143C	YKR070W	
YDR378C	YGL173C	YJL124C	YJR022W	YNL147W	YNR011C	
YDR383C	YER069W	YGR006W	YJR135C	YLR381W	YPR046W	
YDR400W	YEL005C	YGL079W	YKL061W	YLR408C	YNL086W	
YDR406W	YGL112C	YLR055C	YML098W	YMR227C	YPL011C	
YDR415C	YGR204W	YHR082C	YKL210W	YLR084C	YOR184W	
YDR419W	YDR422C	YDR477W	YER027C	YER129W	YGL208W	
YDR419W	YDR477W	YER129W	YGL115W	YGL208W	YOR142W	
YGL121C	YJL066C	YMR048W	YNL273W	YOL154W	YOR153W	
YGL121C	YGR136W	YJL066C	YMR048W	YOL154W	YOR153W	
YGL121C	YGR136W	YJL066C	YMR048W	YNL273W	YOR153W	
YGL112C	YGR274C	YML015C	YML098W	YMR227C	YPL011C	
YDR473C	YFL017W-A	YGR091W	YLR014C	YNR011C	YOR308C	
YGL005C	YGL223C	YKL159C	YML071C	YNL041C	YNL051W	
YER157W	YGL005C	YGR120C	YML071C	YNL051W	YPR105C	
YER157W	YGL005C	YML071C	YNL041C	YNL051W	YPR105C	
YER157W	YGL223C	YGR120C	YML071C	YNL041C	YNL051W	
YER164W	YGL019W	YKL088W	YLR407W	YMR172W	YOR061W	
YER164W	YGL019W	YKL088W	YLR407W	YOR039W	YOR061W	
YER164W	YGL019W	YLR407W	YMR172W	YOR039W	YOR061W	
YGL005C	YGL223C	YML071C	YNL041C	YNL051W	YPR105C	
YER168C	YGL252C	YLR085C	YNL031C	YNL076W	YNL079C	
YGL005C	YGL223C	YKL159C	YNL041C	YNL051W	YPR105C	
YGL005C	YGL223C	YKL159C	YML071C	YNL051W	YPR105C	
YER184C	YGR238C	YHR158C	YMR124W	YPR047W	YPR179C	
YGL005C	YGL223C	YKL159C	YML071C	YNL041C	YPR105C	
YFL008W	YIL062C	YJR065C	YKL013C	YLR370C	YMR028W	
YER157W	YGL005C	YGR120C	YML071C	YNL041C	YNL051W	
YFL049W	YHL025W	YJL176C	YNL307C	YNR023W	YOR290C	
YFL049W	YJL140W	YJL176C	YML114C	YOR189W	YPL129W	
YFL049W	YJL176C	YNL307C	YNR023W	YOR290C	YPL016W	
YFL054C	YIL020C	YJL129C	YKL048C	YKL142W	YLR179C	
YGL005C	YGL223C	YGR120C	YML071C	YNL041C	YNL051W	
YFR015C	YGL234W	YJL137C	YKR058W	YLR258W	YOL090W	
YFR015C	YGL234W	YJL137C	YKR058W	YLR258W	YPL170W	
YFR015C	YJL137C	YKR058W	YLR258W	YOL090W	YPL170W	
YGL005C	YGL223C	YGR120C	YKL159C	YML071C	YNL051W	
YGL005C	YGL223C	YGR120C	YKL159C	YML071C	YNL041C	
YFR036W	YGL240W	YIR025W	YKL022C	YLR127C	YNL172W	
YFR036W	YGL240W	YHR166C	YIR025W	YKL022C	YLR127C	
YER086W	YJR009C	YNL273W	YOR368W	YPL003W	YPR164W	
YEL061C	YER132C	YGR067C	YGR135W	YKR070W	YKR095W	
YEL061C	YFL017C	YGR067C	YGR135W	YJR143C	YKR070W	
YER001W	YGR209C	YIL103W	YKL048C	YKL191W	YLR043C	
YGL019W	YKL088W	YLR407W	YMR172W	YOR039W	YOR061W	
YER001W	YIL103W	YKL048C	YKL191W	YLR043C	YOL109W	
YER022W	YGR104C	YMR112C	YMR230W	YPL042C	YPR168W	
YGL017W	YGR043C	YJR148W	YLR418C	YMR113W	YPL243W	
YER062C	YER171W	YGL090W	YIL045W	YKL069W	YNL281W	
YER064C	YGL039W	YKL128C	YKL157W	YKR038C	YLR370C	
YER064C	YGL039W	YKL128C	YKL157W	YLR370C	YMR068W	
YGL009C	YGR250C	YGR281W	YJL088W	YML002W	YML051W	
YER086W	YJR009C	YNL273W	YOR299W	YOR368W	YPL003W	
YER086W	YJR009C	YNL273W	YOR299W	YPL003W	YPR164W	
YGL252C	YLR072W	YNL031C	YNL076W	YNL079C	YNL208W	
YGL009C	YGR250C	YGR281W	YIR001C	YJL088W	YML002W	
YER092W	YFL013C	YLR052W	YNL059C	YNL215W	YOR189W	
YER111C	YIL050W	YKL092C	YKR077W	YLR182W	YOR083W	
YER116C	YIR035C	YJL187C	YJR154W	YMR072W	YPL001W	
YER125W	YGR061C	YLL029W	YMR275C	YOR124C	YOR138C	
YER125W	YGR061C	YMR275C	YOR124C	YOR138C	YOR322C	
YER125W	YHR131C	YMR275C	YOR124C	YOR138C	YOR322C	
YGL009C	YGR207C	YIL108W	YLR265C	YNR058W	YOR018W	
YER143W	YHR069C	YHR081W	YKL129C	YNR024W	YOR001W	
YER148W	YIL016W	YML031W	YMR005W	YMR227C	YPL011C	
YER157W	YGL005C	YGL223C	YGR120C	YML071C	YNL041C	
YER157W	YGL005C	YGL223C	YML071C	YNL041C	YPR105C	
YDL150W	YJL011C	YKL144C	YKR025W	YNL113W	YNL151C	
YDL066W	YER151C	YML029W	YMR118C	YMR173W	YMR277W	
YDL108W	YDR311W	YDR460W	YER171W	YLR005W	YPR056W	
YDL108W	YDR311W	YLR005W	YMR228W	YPR025C	YPR056W	
YGR134W	YLR407W	YMR067C	YNL052W	YOR188W	YPL216W	
YGR124W	YKL172W	YLR196W	YLR455W	YOL041C	YOR064C	
YDL131W	YDL182W	YDR500C	YER122C	YJR094W-A	YPR067W	
YDL134C	YER032W	YGL190C	YGL251C	YML109W	YMR273C	
YDL137W	YDR018C	YDR374C	YGL197W	YIL051C	YPL085W	
YDL137W	YDR018C	YGL197W	YIL051C	YIL147C	YPL085W	
YDL137W	YDR374C	YGL197W	YIL051C	YIL147C	YPL085W	
YDL143W	YEL043W	YFL054C	YJL129C	YKL048C	YKL142W	
YDL145C	YER059W	YGR233C	YLR190W	YPL031C	YPL219W	
YDL145C	YFR051C	YGR233C	YNL287W	YPL031C	YPL219W	
YGR200C	YHR187W	YIL096C	YKL110C	YLR384C	YPL086C	
YDL156W	YGL253W	YNL030W	YNL031C	YNL079C	YNL206C	
YDL156W	YNL030W	YNL031C	YNL079C	YNL206C	YOL054W	
YDL179W	YFL033C	YGR056W	YGR275W	YIL126W	YLR033W	
YDL185W	YEL051W	YGR020C	YLR090W	YMR027W	YPR036W	
YDL185W	YEL051W	YGR020C	YMR027W	YPL201C	YPR036W	
YDL185W	YGR020C	YLR090W	YMR027W	YPL201C	YPR036W	
YDL185W	YLR090W	YMR027W	YNL153C	YPL201C	YPR036W	
YDL216C	YDR179C	YIL071C	YMR025W	YMR277W	YOL117W	
YGR084C	YGR215W	YHR061C	YIL067C	YMR188C	YNR036C	
YDR013W	YDR489W	YGR135W	YJL072C	YOL146W	YPR135W	
YDR016C	YDR201W	YGL061C	YGL195W	YKL052C	YKR037C	
YDR016C	YDR201W	YGL061C	YGR113W	YKR037C	YKR083C	
YDL042C	YDR227W	YGL121C	YHR137W	YLR278C	YLR442C	
YCR071C	YDR116C	YDR322W	YDR405W	YGR076C	YNL284C	
YCR071C	YGR076C	YLR439W	YMR024W	YNL284C	YPL173W	
YCR072C	YFR009W	YGR251W	YJR031C	YKL078W	YNL186W	
YCR073W-A	YER064C	YGL039W	YKL128C	YKL157W	YMR068W	
YCR077C	YEL015W	YGL173C	YGR054W	YJL124C	YLR438C-A	
YGR250C	YGR281W	YJL088W	YML002W	YML051W	YPL210C	
YCR081W	YDR443C	YHR067W	YLR071C	YNL025C	YPL042C	
YGR250C	YGR281W	YJL008C	YML002W	YML051W	YPL210C	
YGR250C	YGR281W	YIR001C	YJL088W	YML002W	YML051W	
YGR250C	YGR281W	YIR001C	YJL008C	YML002W	YML051W	
YCR089W	YGR084C	YHR061C	YIL067C	YMR012W	YMR188C	
YDL002C	YEL044W	YLR052W	YLR072W	YNL215W	YOR141C	
YGR237C	YHR216W	YLR333C	YLR432W	YML056C	YOR360C	
YDR016C	YDR201W	YGL195W	YGR113W	YKL052C	YKR037C	
YDL051W	YDL092W	YKL122C	YPL210C	YPL243W	YPR088C	
YDL051W	YDR378C	YGR091W	YOR078W	YOR308C	YPR178W	
YDL051W	YDR378C	YJR002W	YNR011C	YOR078W	YPR178W	
YDL051W	YER172C	YNR011C	YOR078W	YOR308C	YPR178W	
YDL051W	YGR091W	YNR011C	YOR078W	YOR308C	YPR178W	
YGR200C	YIL096C	YKL110C	YLR384C	YPL086C	YPL101W	
YDL056W	YER111C	YIL050W	YKR077W	YLR182W	YOR083W	
YDL056W	YER111C	YKL092C	YKR077W	YLR182W	YOR083W	
YGR200C	YHR187W	YIL096C	YLR384C	YPL086C	YPL101W	
YDL060W	YER131W	YLR435W	YNL207W	YOR198C	YPL146C	
YDL065C	YER148W	YIL016W	YMR005W	YMR227C	YPL011C	
YDL066W	YDR159W	YDR538W	YGR188C	YLR436C	YMR304W	
YDR195W	YJR093C	YLR115W	YNL222W	YOR179C	YPR107C	
YDR181C	YDR283C	YDR415C	YGR167W	YML057W	YNR051C	
YDR181C	YDR283C	YDR415C	YGR167W	YMR255W	YNR051C	
YDR181C	YDR283C	YDR415C	YLL005C	YML057W	YNR051C	
YDR181C	YDR283C	YDR415C	YLL005C	YMR255W	YNR051C	
YDR181C	YDR283C	YGR167W	YKL101W	YML010W	YML057W	
YDR181C	YDR283C	YGR167W	YLL005C	YMR255W	YPR052C	
YDR189W	YGR031W	YGR209C	YIL107C	YLR089C	YML106W	
YDR195W	YDR301W	YGR156W	YLR115W	YLR277C	YOR179C	
YDR195W	YDR301W	YLR115W	YNL222W	YOR179C	YPR107C	
YDR195W	YGR043C	YGR156W	YLR115W	YNL222W	YOR179C	
YDR195W	YGR156W	YJR093C	YKL018W	YNL222W	YOR179C	
YDR195W	YGR156W	YKL059C	YLR115W	YLR277C	YOR179C	
YDR195W	YHR029C	YKL018W	YLR277C	YOR179C	YPR107C	
YDR181C	YDR283C	YDR415C	YGR167W	YKL101W	YNR051C	
YDR201W	YGL061C	YGR113W	YKR037C	YKR083C	YOR304C-A	
YDR224C	YDR452W	YGL241W	YKR092C	YLR133W	YOL012C	
YDR224C	YGR052W	YIR019C	YLR133W	YMR106C	YMR284W	
YGL253W	YLR072W	YNL030W	YNL031C	YNL079C	YNL206C	
YDR235W	YFL017W-A	YHR086W	YHR127W	YKL012W	YML046W	
YDR235W	YGR013W	YHR086W	YHR127W	YKL012W	YLR275W	
YDR248C	YDR304C	YFR030W	YHL008C	YHR185C	YMR016C	
YGL252C	YLR085C	YLR187W	YML041C	YNL076W	YNL208W	
YDR272W	YER001W	YGR209C	YKL191W	YLR043C	YLR231C	
YDR272W	YER001W	YIL103W	YKL048C	YKL191W	YLR043C	
YGL252C	YLR085C	YLR187W	YML041C	YNL031C	YNL208W	
YDR283C	YDR415C	YGR167W	YML010W	YML057W	YNR051C	
YGR062C	YGR237C	YHR216W	YLR432W	YML056C	YOR360C	
YDR016C	YDR201W	YGL195W	YKL052C	YKR037C	YKR083C	
YDR016C	YDR201W	YGR113W	YKL052C	YKR037C	YKR083C	
YDR017C	YDR101C	YGR081C	YJL122W	YLR131C	YMR308C	
YDR047W	YGL137W	YLR260W	YNL255C	YNL287W	YPL010W	
YDR049W	YDR515W	YGR162W	YKL204W	YOL139C	YOR276W	
YDR049W	YGL049C	YGR162W	YML017W	YOL139C	YOR276W	
YDR065W	YJL023C	YLL033W	YLR091W	YML091C	YPR116W	
YGR068C	YHR138C	YIL094C	YKR003W	YNL304W	YPR061C	
YDR075W	YDR173C	YDR225W	YDR293C	YIL153W	YNL201C	
YDR075W	YDR225W	YDR293C	YGL241W	YIL153W	YNL201C	
YDR092W	YGL087C	YHR193C	YMR140W	YNL247W	YPL037C	
YGR062C	YHR216W	YLR432W	YML056C	YNL067W	YOR360C	
YDR108W	YDR407C	YDR472W	YIL078W	YOR115C	YPR078C	
YGR255C	YMR075W	YNL330C	YPL059W	YPL139C	YPR023C	
YDR118W	YFR036W	YGL240W	YIR025W	YLR127C	YNL172W	
YGR062C	YGR237C	YHR216W	YIL154C	YML056C	YOR360C	
YDR138W	YJL065C	YML062C	YNL004W	YNL253W	YOR191W	
YDR145W	YGL066W	YGR130C	YLR055C	YOL148C	YPL047W	
YDR153C	YGL173C	YGR054W	YHL034C	YKL023W	YLR398C	
YDR153C	YGL173C	YGR054W	YJL124C	YLR398C	YPR189W	
YBR119W	YDL087C	YDR235W	YGR013W	YIL061C	YML046W	
YDR153C	YGL173C	YKL023W	YLR398C	YNL175C	YPR189W	
YDR165W	YDR272W	YFR053C	YGL253W	YLR131C	YOR081C	
YDR165W	YFR053C	YGL253W	YLR131C	YLR231C	YOR081C	
YDR174W	YFR013W	YGL035C	YLR442C	YMR044W	YMR123W	
YDR175C	YDR337W	YGR165W	YJL063C	YJR096W	YKL155C	
YBR245C	YDR121W	YGL133W	YJL065C	YNL230C	YOR304W	
YBR170C	YBR180W	YGL140C	YGR136W	YKL117W	YOR262W	
YBR169C	YDR415C	YHR082C	YKL210W	YLR084C	YOR184W	
YBL054W	YDL175C	YFR010W	YGR061C	YLR421C	YOR124C	
YBL054W	YDL175C	YDR108W	YFR010W	YLR421C	YPR078C	
YAL023C	YBL075C	YCR043C	YDR128W	YEL036C	YNL293W	
YBL054W	YDL036C	YDL175C	YFR010W	YHR200W	YLR421C	
YBR231C	YDR485C	YLR085C	YLR385C	YLR399C	YML041C	
