YAL032C	YBL104C	YBR065C	YBR152W	YCR063W	YDL030W	YDL209C	YDR364C	YDR416W	YDR473C	YGL128C	YGR091W	YGR278W	YHR156C	YJR050W	YKR022C	YLR117C	YMR213W	YOR308C	
YBR084W	YGR285C	YHR064C	YJL080C	YLR226W	YPR057W	YPR189W	
YBL087C	YDR496C	YLR449W	YMR121C	YMR242C	YNL175C	YPL207W	
YGR233C	YGR250C	YIR001C	YNL138W	YOL001W	YPL031C	YPL219W	
YGR233C	YGR250C	YJL005W	YNL138W	YOL001W	YPL031C	YPL219W	
YBR265W	YDL167C	YDR164C	YJR138W	YMR176W	YNL076W	YOL054W	
YBL030C	YFR014C	YKL039W	YKL092C	YLR044C	YML028W	YOL097C	
YBR263W	YDR471W	YGL246C	YGR204W	YLL045C	YOR048C	YPL009C	
YBL030C	YDR141C	YKL008C	YKL039W	YKL092C	YLR044C	YNL297C	
YBR025C	YBR175W	YDL033C	YDR469W	YGL039W	YLR015W	YPL138C	
YBL087C	YDR496C	YFR049W	YIL125W	YLR449W	YMR121C	YNL175C	
YBR267W	YDR101C	YKL009W	YLR074C	YLR449W	YOR252W	YPL249C-A	
YBR025C	YBR175W	YDL033C	YGL039W	YHR119W	YLR015W	YPL138C	
YBR171W	YCR043C	YDR245W	YEL036C	YLR292C	YOR254C	YPL094C	
YBR114W	YHR146W	YLR142W	YMR196W	YMR315W	YOR332W	YPL154C	
YBR114W	YDR233C	YHR146W	YMR196W	YMR315W	YOR332W	YPL154C	
YBR267W	YFR002W	YGL099W	YHR170W	YKL180W	YLL045C	YNL227C	
YBR177C	YDL116W	YGL092W	YGL100W	YJR042W	YKL057C	YPL169C	
YBL030C	YHL003C	YKL008C	YKL039W	YKL092C	YLR044C	YOR153W	
YBR114W	YCR092C	YDL156W	YIR002C	YML032C	YOL090W	YPR065W	
YBL087C	YDR496C	YEL055C	YLR449W	YMR121C	YMR242C	YNL175C	
YGR233C	YIL050W	YJL005W	YNL138W	YOL001W	YPL031C	YPL219W	
YGL223C	YGR194C	YML071C	YNL041C	YNL051W	YNL265C	YPR105C	
YBR084W	YBR189W	YGR285C	YHR010W	YHR064C	YJL080C	YPR189W	
YBR086C	YDL149W	YIL133C	YLR039C	YLR192C	YNL096C	YPR041W	
YBR254C	YDR108W	YDR407C	YGR166W	YML077W	YMR218C	YOR115C	
YBR087W	YMR078C	YNL088W	YNL290W	YOL094C	YOR144C	YOR217W	
YBR021W	YDL066W	YER151C	YLR373C	YLR441C	YNR051C	YPL128C	
YBL076C	YCL050C	YDR335W	YDR341C	YDR457W	YGL238W	YHL011C	
YBR119W	YDL175C	YLR226W	YMR125W	YOL115W	YPL178W	YPL190C	
YBR254C	YDR472W	YGR143W	YGR166W	YML077W	YMR218C	YOR115C	
YBL076C	YBR058C	YCL050C	YDL100C	YDR457W	YHL011C	YKL029C	
YBL024W	YGR054W	YKL143W	YKR057W	YLR039C	YLR264W	YNL096C	
YBR031W	YBR205W	YDL112W	YFR044C	YGR026W	YML072C	YPL220W	
YBL024W	YDR137W	YGR054W	YKR057W	YLR039C	YLR264W	YNL096C	
YBR169C	YGL131C	YJL006C	YML112W	YNL127W	YOR007C	YOR164C	
YBL024W	YBL038W	YGL043W	YJL005W	YLR189C	YNL284C	YPR100W	
YBR169C	YJL006C	YML112W	YMR029C	YMR052W	YNL127W	YOR007C	
YBR169C	YGL131C	YJL006C	YKL139W	YML112W	YMR052W	YOR007C	
YBL075C	YGL130W	YJL155C	YKR014C	YLR345W	YML016C	YPL228W	
YBR021W	YDL066W	YER151C	YLR373C	YLR441C	YNL250W	YNR051C	
YBL023C	YBR265W	YDL167C	YIR001C	YJR138W	YNL076W	YPR035W	
YBR169C	YGL131C	YHL001W	YMR029C	YMR052W	YNL127W	YOR007C	
YBL023C	YBR126C	YDR074W	YML100W	YMR261C	YNL076W	YPL106C	
YBR254C	YDR108W	YDR407C	YGR143W	YGR166W	YKR068C	YOR115C	
YBR094W	YDR283C	YEL015W	YKL143W	YLR384C	YML091C	YNL118C	
YBR094W	YDR283C	YEL015W	YKL143W	YLR384C	YML091C	YOL149W	
YBL075C	YGL130W	YJL155C	YKL088W	YLR345W	YML016C	YPL228W	
YBR254C	YDR108W	YDR407C	YDR472W	YGR143W	YGR166W	YOR115C	
YBL084C	YDR118W	YHR166C	YLR102C	YLR127C	YNL172W	YOR249C	
YBR272C	YEL056W	YJR109C	YLL022C	YNL030W	YOL054W	YOR303W	
YBR123C	YGR047C	YIL056W	YMR106C	YMR284W	YPL007C	YPR052C	
YBR272C	YEL056W	YJR109C	YLL022C	YNL030W	YOR303W	YPL001W	
YBR272C	YEL056W	YJR109C	YNL030W	YOL054W	YOR303W	YPL001W	
YBR086C	YIL133C	YLR039C	YLR192C	YLR264W	YNL096C	YPR041W	
YBR119W	YDR235W	YGL049C	YGR013W	YHR086W	YMR125W	YPL178W	
YBR272C	YEL056W	YLL022C	YLR325C	YNL030W	YOL054W	YPL001W	
YBR119W	YDR235W	YDR240C	YHR086W	YLR345W	YML046W	YPL178W	
YBR272C	YEL056W	YLL022C	YLR325C	YOL054W	YOR303W	YPL001W	
YBR021W	YER151C	YHR186C	YJR066W	YLR373C	YLR441C	YNR051C	
YBR114W	YCR028C-A	YCR092C	YDL156W	YIR002C	YML032C	YMR234W	
YBR234C	YDL029W	YJL008C	YJR065C	YKL013C	YLR370C	YNR035C	
YBR125C	YDR186C	YDR422C	YDR477W	YER027C	YGL115W	YGR152C	
YBR272C	YEL056W	YLL022C	YNL030W	YOL054W	YOR303W	YPL001W	
YBR125C	YDR186C	YDR422C	YER027C	YER129W	YGL115W	YGR152C	
YBL032W	YGL147C	YHL019C	YKL135C	YLR170C	YPL259C	YPR029C	
YBR087W	YJR068W	YMR078C	YNL290W	YOL094C	YOR144C	YOR217W	
YBR169C	YML112W	YMR029C	YMR052W	YNL127W	YOR007C	YOR164C	
YBL084C	YDR118W	YGL240W	YLR102C	YLR127C	YNL172W	YOR249C	
YBL084C	YDR118W	YGL240W	YKL022C	YLR102C	YLR127C	YNL172W	
YBR272C	YJR109C	YLL022C	YNL030W	YOL054W	YOR303W	YPL001W	
YBL084C	YDR118W	YGL240W	YHR166C	YLR102C	YLR127C	YOR249C	
YBL076C	YCL050C	YDR335W	YDR457W	YHL011C	YKL029C	YKL067W	
YBR245C	YBR278W	YDR121W	YFR013W	YGL133W	YJL065C	YOR304W	
YBL046W	YDR075W	YDR379W	YGR192C	YIL153W	YML010W	YNL201C	
YBR289W	YDR073W	YHL025W	YJL176C	YML007W	YOR290C	YPL129W	
YBL104C	YDL116W	YGL092W	YGL100W	YJR042W	YKL057C	YPL169C	
YBR127C	YDL185W	YDR202C	YEL051W	YGR020C	YIL128W	YKL080W	
YBR055C	YCR077C	YDR378C	YDR473C	YGR075C	YJL124C	YOR308C	
YBR236C	YDL149W	YDR075W	YDR379W	YIL153W	YML010W	YNL201C	
YBR126C	YDR074W	YML100W	YMR261C	YNL076W	YNL175C	YPL106C	
YBR127C	YGR020C	YKL080W	YLR142W	YMR315W	YOR332W	YPR036W	
YJR041C	YLR221C	YNL104C	YNR038W	YOL058W	YOL144W	YOR108W	
YBR017C	YFR010W	YGR135W	YGR232W	YHL030W	YHR200W	YJR077C	
YBR049C	YGR047C	YIL056W	YLR176C	YMR106C	YMR284W	YPR052C	
YBL050W	YDR189W	YDR264C	YGL095C	YKL196C	YMR197C	YOR036W	
YBR127C	YDR202C	YGR020C	YJR033C	YKL080W	YOR332W	YPR036W	
YBL056W	YBR097W	YDR071C	YER089C	YLR240W	YLR360W	YNL250W	
YBL058W	YBR170C	YDR049W	YGR048W	YHR092C	YKL213C	YML013W	
YBR127C	YDR202C	YEL051W	YGR020C	YJR033C	YKL080W	YOR332W	
YBL058W	YBR170C	YDR049W	YGL246C	YHR092C	YLL045C	YML013W	
YBL058W	YBR170C	YDR049W	YGL246C	YHR092C	YKL213C	YML013W	
YBR127C	YDL185W	YDR202C	YIL128W	YJR033C	YKL080W	YPR036W	
YBL104C	YGL100W	YHR165C	YIR009W	YJL203W	YMR240C	YPL213W	
YGR074W	YGR075C	YGR091W	YHR165C	YJL203W	YOR308C	YPR178W	
YBL046W	YBR236C	YDR075W	YDR379W	YIL153W	YML010W	YNL201C	
YBR107C	YDR254W	YDR318W	YDR383C	YGR179C	YLR381W	YPR046W	
YBL104C	YBR065C	YCR063W	YGL128C	YGR278W	YJR050W	YKR022C	
YBR289W	YDR073W	YFL049W	YHL025W	YNR023W	YOR290C	YPR034W	
YAR014C	YDR502C	YER070W	YLR028C	YLR153C	YLR258W	YLR389C	
YBL046W	YBR236C	YDR075W	YGR192C	YIL153W	YML010W	YNL201C	
YBL056W	YBR097W	YDL066W	YER089C	YER151C	YNL250W	YNR051C	
YBR126C	YDR074W	YML100W	YMR152W	YMR261C	YNL175C	YPL106C	
YBL104C	YBR119W	YDL030W	YER029C	YGL100W	YIR009W	YJR084W	
YBL047C	YBR135W	YBR160W	YKR091W	YLR079W	YMR199W	YPL256C	
YBR065C	YCR063W	YDR364C	YER013W	YGR278W	YKL095W	YMR213W	
YBL104C	YDL043C	YIR009W	YJL203W	YJR084W	YMR240C	YPL213W	
YBR245C	YCR052W	YDR303C	YGR056W	YLR357W	YML127W	YMR091C	
YBR289W	YDR073W	YHL025W	YJL176C	YKR001C	YNR023W	YOR290C	
YBR289W	YDR073W	YHL025W	YJL176C	YML007W	YNR023W	YOR290C	
YBL056W	YBR097W	YDL066W	YER151C	YLR441C	YNL250W	YNR051C	
YBR011C	YDL203C	YIL161W	YLR425W	YNL023C	YNL135C	YPL066W	
YBR011C	YDL203C	YIL161W	YLR371W	YLR425W	YNL023C	YPL066W	
YBL046W	YDR075W	YDR083W	YDR379W	YIL153W	YML010W	YNL201C	
YCL011C	YDL084W	YDR138W	YHL034C	YHR167W	YNL004W	YPL048W	
YCL009C	YER110C	YFR030W	YGL195W	YIL094C	YOR136W	YPL240C	
YGL092W	YGL100W	YIL109C	YKL057C	YLR208W	YNL049C	YPR181C	
YAR042W	YDL019C	YER120W	YGR086C	YHL020C	YMR031C	YPL004C	
YCL009C	YER110C	YGL195W	YOR136W	YOR185C	YPL061W	YPL226W	
YAR042W	YDL019C	YDR150W	YDR490C	YER120W	YFL016C	YGR086C	
YCL011C	YDR138W	YHL034C	YHR167W	YNL004W	YNL253W	YPL048W	
YCL011C	YCL037C	YDL051W	YGR162W	YHL034C	YJL138C	YPL048W	
YCL011C	YCL037C	YGL049C	YGR162W	YHL034C	YMR125W	YPL048W	
YCL011C	YCL037C	YGR162W	YHL034C	YJL190C	YMR125W	YMR230W	
YCL011C	YCL037C	YGR162W	YHL034C	YJL190C	YMR125W	YPL048W	
YBL104C	YIR009W	YJR084W	YKR022C	YLR298C	YLR424W	YPR101W	
YBL047C	YDR348C	YFR024C-A	YGR167W	YNL084C	YNL243W	YOL016C	
YCL011C	YDL084W	YDR138W	YHR167W	YJR121W	YML062C	YNL004W	
YCL011C	YDR138W	YHL034C	YHR167W	YML062C	YNL004W	YPL048W	
YCL011C	YDL084W	YDR138W	YHR167W	YJR121W	YNL004W	YNL253W	
YBL047C	YDR348C	YFR024C-A	YGR167W	YIR006C	YNL084C	YNL243W	
YCL011C	YDR138W	YDR381W	YHR167W	YJR121W	YNL004W	YNL253W	
YBR107C	YDR254W	YDR318W	YGR179C	YJR135C	YLR381W	YPR046W	
YCL011C	YDR138W	YDR381W	YHL034C	YHR167W	YNL004W	YNL253W	
YBR107C	YDR254W	YDR318W	YGR179C	YIR010W	YJR135C	YPR046W	
YAR042W	YDR225W	YDR243C	YGR246C	YHR195W	YIL074C	YLR183C	
YCL011C	YDR138W	YHR167W	YJR121W	YML062C	YNL004W	YNL253W	
YBL047C	YBR160W	YDL155W	YKR091W	YLR079W	YMR199W	YPL256C	
YAR042W	YDR243C	YER120W	YHL020C	YHR195W	YLR183C	YLR397C	
YBL058W	YBR170C	YDL126C	YDR049W	YHR092C	YKL213C	YML013W	
YBR127C	YDL185W	YDR202C	YJR033C	YKL080W	YOR332W	YPR036W	
YBR126C	YDR496C	YKL182W	YLR367W	YML100W	YMR261C	YNL175C	
YBR021W	YDL066W	YER151C	YHR186C	YJR066W	YLR373C	YLR441C	
YGR091W	YGR278W	YJL203W	YKL173W	YLR275W	YOR308C	YPR178W	
YBR017C	YFR010W	YHL030W	YJR077C	YLR421C	YMR186W	YOL087C	
YBR119W	YDL087C	YGR013W	YGR074W	YIL061C	YLR298C	YML046W	
YBR127C	YDL185W	YGR020C	YIL128W	YKL080W	YOR332W	YPR036W	
YBR107C	YDR254W	YDR318W	YDR383C	YJR135C	YPL018W	YPR046W	
YAR042W	YDR150W	YER120W	YFL016C	YHL020C	YIL074C	YLR183C	
YGR090W	YJR002W	YKR060W	YLR003C	YLR197W	YOR078W	YOR310C	
YCL009C	YER110C	YFR030W	YGL195W	YIL094C	YJL138C	YOR136W	
YAR042W	YDR150W	YDR490C	YER120W	YFL016C	YGR086C	YHL020C	
YBR017C	YGL172W	YHL030W	YJL039C	YJR077C	YML016C	YPR184W	
YJL203W	YKL173W	YML049C	YMR288W	YNL286W	YOR319W	YPR178W	
YBR107C	YDR254W	YDR318W	YDR383C	YLR381W	YPL018W	YPR046W	
YBL064C	YBR208C	YBR221C	YDR069C	YER178W	YGR193C	YPR152C	
YBR135W	YBR160W	YGR155W	YKR091W	YLR079W	YMR199W	YPL256C	
YBL041W	YER094C	YJL001W	YMR314W	YOL038W	YOR362C	YPR103W	
YBR105C	YDL195W	YDR228C	YGL227W	YHR216W	YOR250C	YPL085W	
YBR017C	YBR072W	YGR218W	YJL039C	YJR077C	YML016C	YPR184W	
YBR289W	YDR073W	YFL049W	YHL025W	YNR023W	YOR290C	YPL129W	
YBR229C	YDL145C	YDR238C	YFR051C	YIL076W	YKR067W	YML067C	
YBR142W	YJR041C	YKL014C	YMR297W	YNL061W	YNR038W	YOL144W	
YBL064C	YBR208C	YDR069C	YER178W	YGR193C	YLR436C	YMR304W	
YBL064C	YBR208C	YBR221C	YDR069C	YGR193C	YLR436C	YMR304W	
YBR289W	YDR073W	YFL049W	YHL025W	YJL176C	YML007W	YNR023W	
YBR105C	YBR272C	YEL056W	YLL022C	YNL030W	YOL054W	YPL001W	
YBL056W	YBR097W	YBR128C	YLR240W	YLR360W	YNL250W	YPL120W	
YBL061C	YGL213C	YGR285C	YLR398C	YMR116C	YOR096W	YPR189W	
YBL045C	YDL074C	YDL189W	YDR416W	YDR529C	YLR132C	YPR191W	
YCL024W	YDR507C	YGL241W	YKR048C	YLR133W	YMR139W	YNL078W	
YBR119W	YDL087C	YDR235W	YGR013W	YIL061C	YPL178W	YPR057W	
YBL002W	YBR278W	YDR121W	YGL133W	YNL262W	YOR304W	YPR175W	
YGL025C	YGL127C	YKR095W	YNL025C	YOL051W	YPL042C	YPR168W	
YBL064C	YBR208C	YBR221C	YDR069C	YGR193C	YNL071W	YPL259C	
YBR126C	YDR074W	YER177W	YGL252C	YML100W	YMR261C	YNL076W	
YBR139W	YDR027C	YDR484W	YGR205W	YJL029C	YJL034W	YMR214W	
YBL002W	YBR245C	YBR278W	YDR121W	YFR013W	YGL133W	YOR304W	
YBR136W	YGL091C	YIL129C	YLR386W	YML081W	YOR187W	YPL083C	
YBR119W	YDL087C	YDL175C	YGL094C	YKL012W	YLR226W	YMR125W	
YBR289W	YDR073W	YFL049W	YGR275W	YJL176C	YOR290C	YPL129W	
YBL039C	YER012W	YGR135W	YGR232W	YHR027C	YHR200W	YIL075C	
YBR126C	YDR074W	YGL252C	YKL182W	YML100W	YMR261C	YNL076W	
YBL039C	YER094C	YGL011C	YGR232W	YHR200W	YML092C	YMR314W	
YCL031C	YJL004C	YKR060W	YLR003C	YNL231C	YNR043W	YOR078W	
YBR105C	YDL082W	YDR228C	YGL227W	YHR216W	YMR061W	YOR250C	
YBR055C	YDL098C	YDR378C	YDR473C	YGR075C	YHR156C	YOR308C	
YBL002W	YBR278W	YDR121W	YFR013W	YGL133W	YJL065C	YOR304W	
YBR105C	YDL195W	YDR228C	YGL044C	YGL227W	YHR216W	YOR250C	
YBL064C	YBR208C	YDR069C	YDR338C	YER178W	YGR193C	YNL071W	
YBR214W	YDL047W	YDL219W	YGL197W	YJL098W	YKR028W	YPL049C	
YBL064C	YBR208C	YDR069C	YGR193C	YGR261C	YLR436C	YMR304W	
YBL056W	YBR097W	YBR128C	YER089C	YLR360W	YNL250W	YPL120W	
YBR105C	YDR228C	YGL044C	YGL227W	YKR002W	YLR115W	YMR061W	
YBR126C	YDR074W	YKL182W	YML100W	YMR261C	YNL076W	YNL175C	
YAR014C	YDR028C	YER070W	YLR028C	YLR258W	YLR389C	YNR034W	
YBR289W	YDR073W	YFL049W	YHL025W	YJL176C	YNR023W	YOR290C	
YBL061C	YCR009C	YDL044C	YDR388W	YMR083W	YMR192W	YPL249C	
YBR130C	YER071C	YIL034C	YIR003W	YKL007W	YKL130C	YOR284W	
YBR126C	YDR074W	YGL252C	YML100W	YMR261C	YNL076W	YPL106C	
YBR130C	YER071C	YIL034C	YIR003W	YKL007W	YKL130C	YPL153C	
YJR045C	YKL096W	YKR048C	YKR082W	YLR133W	YMR139W	YNL078W	
YBR049C	YGR047C	YIL056W	YLR176C	YMR106C	YMR284W	YOR110W	
YBR126C	YDR074W	YML100W	YMR152W	YMR261C	YNL076W	YPL106C	
YCL014W	YDR164C	YGL043W	YJL063C	YKR085C	YLR189C	YNL284C	
YBR225W	YGL197W	YGR081C	YLL021W	YML092C	YMR310C	YPL020C	
YBR245C	YCR084C	YFR013W	YGL133W	YKL072W	YOL004W	YOR304W	
YBL046W	YBR236C	YDR075W	YDR379W	YGR063C	YML010W	YNL201C	
YCL024W	YDR174W	YDR507C	YKR048C	YLR133W	YNL078W	YOL070C	
YBR245C	YCR084C	YFR013W	YGL133W	YKL072W	YMR072W	YOL004W	
YBL061C	YCR009C	YDL044C	YDR388W	YLR139C	YMR083W	YPL249C	
YCL037C	YDL051W	YGR162W	YHL034C	YJL190C	YMR125W	YMR230W	
YBR245C	YCR084C	YFR013W	YGL133W	YHL020C	YKL072W	YOL004W	
YGR054W	YKL143W	YKR057W	YLR264W	YNL096C	YPL081W	YPL204W	
YAR042W	YER120W	YGR086C	YHL020C	YLR183C	YLR397C	YPL004C	
YAR014C	YDR028C	YDR049W	YDR186C	YER027C	YGL115W	YGR152C	
YBR119W	YDL087C	YDR235W	YGR013W	YIL061C	YML046W	YPL178W	
YGR054W	YGR285C	YKL143W	YKR057W	YLR264W	YNL096C	YOR096W	
YBR119W	YDR235W	YGR013W	YHR086W	YMR125W	YPL178W	
YER103W	YIL035C	YKL064W	YKL088W	YMR172W	YOR039W	
YAL029C	YBR130C	YBR202W	YIL034C	YKL130C	YML056C	
YBL056W	YBR097W	YDR071C	YER089C	YNL250W	YPL120W	
YDL115C	YGL070C	YGR063C	YGR186W	YJL140W	YPR093C	
YDL077C	YDR080W	YHR047C	YLR148W	YLR396C	YMR231W	
YGR081C	YJR145C	YKL143W	YLL021W	YMR310C	YPL020C	
YDR148C	YFL018C	YFR049W	YIL125W	YMR121C	YPL207W	
YDL077C	YDR080W	YLR148W	YLR396C	YMR231W	YPL045W	
YDR188W	YGR187C	YHR104W	YJL111W	YMR028W	YNL212W	
YDL117W	YDR001C	YDR099W	YER177W	YGL252C	YNL076W	
YDL117W	YDR001C	YDR099W	YER177W	YLR028C	YMR296C	
YDR189W	YGL095C	YGL098W	YKL196C	YLR268W	YNL258C	
YDL075W	YDL195W	YDR382W	YML026C	YOR234C	YPR043W	
YBL056W	YBR097W	YDR071C	YER089C	YLR360W	YNL250W	
YDL116W	YGL100W	YIL109C	YKL057C	YLR208W	YPR181C	
YBR025C	YBR175W	YDL033C	YGL039W	YNL088W	YNL108C	
YDR189W	YDR264C	YGL095C	YKL196C	YMR197C	YOR036W	
YBL087C	YDR361C	YNL175C	YOL098C	YPL208W	YPL211W	
YDL116W	YGL092W	YGL100W	YJR042W	YKL057C	YPL169C	
YBR225W	YGL197W	YGR081C	YLL021W	YMR310C	YPL020C	
YGR075C	YGR091W	YKL173W	YLR275W	YOR308C	YPR178W	
YDR204W	YKL101W	YLR333C	YMR143W	YMR194W	YPL048W	
YBL087C	YBR126C	YDR496C	YML100W	YMR261C	YNL175C	
YBL056W	YBR097W	YBR128C	YLR240W	YLR360W	YPL120W	
YDL115C	YGL070C	YJL140W	YOL005C	YPR093C	YPR180W	
YAL016W	YAL024C	YHR158C	YML109W	YMR273C	YOR014W	
YBL087C	YDR496C	YEL055C	YLR449W	YMR121C	YNL175C	
YBL087C	YDR496C	YFL008W	YLR449W	YMR121C	YNL175C	
YDR189W	YDR498C	YGL145W	YKL196C	YLR268W	YOR075W	
YGR075C	YGR091W	YJL203W	YKL173W	YOR308C	YPR178W	
YEL055C	YFL008W	YMR121C	YNL175C	YPL160W	YPL207W	
YDL115C	YGL070C	YGR186W	YJL140W	YPR093C	YPR180W	
YDL115C	YGL070C	YGR063C	YHL021C	YJL140W	YPR093C	
YDR225W	YDR243C	YDR303C	YLR183C	YLR321C	YLR357W	
YBL087C	YDR496C	YFR049W	YLR449W	YMR121C	YNL175C	
YGR200C	YHR187W	YKL164C	YLR384C	YPL086C	YPL101W	
YAL027W	YCL024W	YDR507C	YGL241W	YKR048C	YNL078W	
YBR214W	YDL047W	YDL219W	YER155C	YFR019W	YJL098W	
YBL074C	YBL104C	YBR065C	YCR063W	YDL098C	YJR050W	
YBR119W	YDL087C	YDR235W	YGR013W	YIL061C	YPL178W	
YBL061C	YCR009C	YDL044C	YLR139C	YMR083W	YPL249C	
YJL099W	YJL207C	YKR027W	YLR330W	YMR237W	YOR299W	
YAL027W	YCL024W	YDR507C	YKR048C	YNL078W	YOL070C	
YDR202C	YDR328C	YFL038C	YJR033C	YKR014C	YMR258C	
YBR208C	YDR300C	YFR006W	YJR132W	YNL001W	YOL054W	
YAL027W	YCL024W	YDR507C	YGL241W	YNL078W	YOL070C	
YBL072C	YBR247C	YDR449C	YHR196W	YPL012W	YPR144C	
YAL029C	YBR130C	YGL106W	YHR023W	YKL130C	YMR299C	
YBR031W	YBR205W	YFR044C	YGR026W	YML072C	YPL220W	
YDL084W	YDR138W	YHR167W	YJR121W	YNL004W	YNL253W	
YBL074C	YBL104C	YDL098C	YIR009W	YJR084W	YOR319W	
YBR208C	YBR221C	YDR069C	YGR193C	YNL071W	YPL259C	
YDL084W	YDR138W	YHR167W	YJR121W	YML062C	YNL004W	
YDL115C	YDL117W	YER139C	YIL021W	YOR151C	YPR093C	
YBR208C	YBR221C	YDR069C	YER178W	YGR193C	YPR152C	
YAL027W	YCL024W	YDR174W	YDR507C	YNL030W	YOL070C	
YER136W	YHR117W	YKR014C	YMR258C	YOR375C	YPL228W	
YAL029C	YBR130C	YBR202W	YGL001C	YKL130C	YML056C	
YGR135W	YGR232W	YHL030W	YHR200W	YLR421C	YOL087C	
YDR195W	YLR277C	YLR448W	YNL317W	YOR179C	YPR107C	
YBR049C	YDR303C	YIL056W	YLR176C	YMR106C	YMR284W	
YBL064C	YBR208C	YDR069C	YER178W	YGR193C	YPL259C	
YBL064C	YBR208C	YDR069C	YER178W	YGR193C	YNL071W	
YBL064C	YDR069C	YGR261C	YJL076W	YLR436C	YMR304W	
YDL098C	YER112W	YGR074W	YHR165C	YJL203W	YLR147C	
YEL056W	YJR109C	YLL022C	YOL054W	YOR303W	YPL001W	
YBL074C	YBL104C	YJR084W	YMR240C	YMR288W	YOR319W	
YBR049C	YDR303C	YIL056W	YLR176C	YMR284W	YPR052C	
YDL087C	YJL203W	YML049C	YMR288W	YNL286W	YOR319W	
YDR195W	YKR002W	YNL222W	YNL317W	YOR179C	YPR107C	
YAL002W	YDL077C	YHR047C	YLR148W	YLR396C	YMR231W	
YDR195W	YKR002W	YLR448W	YMR061W	YNL222W	YNL317W	
YBL064C	YDR069C	YGR261C	YLR436C	YMR304W	YPL195W	
YER125W	YHR131C	YJL084C	YKR021W	YOR124C	YOR138C	
YDL112W	YGR204W	YJL052W	YLL018C	YLL040C	YMR078C	
YDL115C	YGL070C	YGR005C	YGR063C	YHL021C	YJL140W	
YDL115C	YDL140C	YDR251W	YER139C	YJL140W	YPR093C	
YBR031W	YBR205W	YDL112W	YGR026W	YML072C	YPL220W	
YGR090W	YJR002W	YKR060W	YLR003C	YOR310C	YPL266W	
YBL075C	YJL039C	YJL155C	YKL088W	YLR345W	YML016C	
YAL027W	YCL024W	YDR174W	YDR397C	YDR507C	YPL082C	
YBR031W	YBR205W	YDL112W	YFR044C	YGR026W	YML072C	
YAL016W	YAL024C	YDL134C	YML109W	YMR273C	YOR349W	
YAL029C	YBR130C	YHR216W	YKL130C	YML056C	YMR223W	
YJL101C	YNL118C	YOR136W	YOR185C	YPL061W	YPL226W	
YDR204W	YDR314C	YKL101W	YLR333C	YMR143W	YPL048W	
YDR204W	YDR460W	YKL101W	YLR333C	YMR143W	YMR194W	
YBL056W	YBR097W	YER151C	YLR441C	YNL250W	YNR051C	
YDR204W	YER053C	YKL101W	YLR333C	YMR143W	YMR194W	
YBL084C	YDR118W	YGL240W	YHR166C	YKL022C	YLR102C	
YBL084C	YDR118W	YGL240W	YHR166C	YLR102C	YNL172W	
YBR119W	YDL175C	YMR125W	YOL115W	YPL178W	YPL190C	
YDL080C	YDL143W	YGR196C	YIL142W	YJL111W	YOR281C	
YBL056W	YBR097W	YER089C	YLR240W	YLR360W	YNL250W	
YBL084C	YGL240W	YKL022C	YLR127C	YNL172W	YOR249C	
YBL058W	YBR170C	YGR048W	YHR092C	YKL213C	YML013W	
YBR031W	YBR205W	YDR170C	YFR044C	YGR026W	YML072C	
YAL027W	YCL024W	YDR174W	YDR507C	YKL112W	YNL216W	
YBL061C	YCR009C	YDL044C	YDR388W	YLR139C	YMR083W	
YBR049C	YIL056W	YLR176C	YMR106C	YMR284W	YPR052C	
YBL075C	YER031C	YGL130W	YKR014C	YMR258C	YPL228W	
YBR205W	YDL112W	YFR044C	YGR026W	YML072C	YPL220W	
YBL075C	YGL130W	YHR117W	YKL006W	YOR370C	YOR375C	
YDR204W	YDR314C	YEL037C	YKL101W	YPL048W	YPR032W	
YDL115C	YDL140C	YDR251W	YDR404C	YGL070C	YPR093C	
YBR025C	YBR175W	YGL039W	YHR119W	YLR015W	YPL138C	
YBR198C	YGR274C	YML098W	YMR005W	YMR227C	YPL011C	
YBL058W	YBR170C	YDR049W	YHR092C	YKL213C	YML013W	
YGR180C	YIL070C	YJL026W	YJL115W	YJR140C	YML055W	
YBL058W	YBR170C	YDR049W	YGL246C	YKL213C	YLL045C	
YBL058W	YBR170C	YDR049W	YGL246C	YGR048W	YKL213C	
YJL101C	YKL081W	YOR136W	YOR185C	YPL061W	YPL226W	
YBL058W	YBR170C	YDL126C	YHR092C	YKL213C	YML013W	
YDL115C	YDL140C	YDR251W	YER139C	YGL070C	YPR093C	
YAL021C	YCR093W	YDL149W	YER068W	YLR192C	YNL288W	
YDR108W	YDR246W	YDR407C	YGR143W	YMR218C	YOR115C	
YDL188C	YDR198C	YJR009C	YMR152W	YPL106C	YPR040W	
YBR135W	YBR160W	YDL155W	YGR155W	YLR079W	YPL256C	
YDL191W	YGR027C	YJL201W	YJR005W	YKL125W	YOL062C	
YBR130C	YIL070C	YJL115W	YJR140C	YKL130C	YPL153C	
YDL191W	YGR027C	YJR005W	YKL125W	YOL062C	YPR004C	
YBR130C	YGL157W	YKL007W	YKL130C	YLR429W	YMR109W	
YBL103C	YGL013C	YGR017W	YMR072W	YOL006C	YOL067C	
YAL009W	YDL040C	YGR016W	YHR013C	YOL041C	YPL198W	
YDL192W	YER092W	YFL013C	YLR052W	YNL059C	YPL053C	
