YAL040C	YCL030C	YDL029W	YDL047W	YDR018C	YER155C	YER167W	YFR040W	YJL098W	YKL092C	YKR028W	YKR042W	YKR072C	YLL024C	YOR188W	
YAL040C	YBR234C	YCL030C	YDL047W	YER155C	YER167W	YFR040W	YHL027W	YJL098W	YKL092C	YKR028W	YKR072C	YLL024C	YPL234C	
YBL084C	YDR118W	YER179W	YFR036W	YGL240W	YHR166C	YKL022C	YLL051C	YLR102C	YLR127C	YLR451W	YMR092C	YNL172W	
YBL084C	YDL008W	YDR118W	YDR260C	YER179W	YFR036W	YGL240W	YHR166C	YIR025W	YLR102C	YLR127C	YLR451W	YOR249C	
YGR082W	YGR193C	YLR157C	YLR199C	YMR060C	YMR203W	YMR263W	YNL018C	YNL070W	YNL121C	YNL131W	YNL330C	YPR133W-A	
YBR130C	YCR002C	YDL225W	YDR507C	YHR107C	YJR076C	YLL021W	YLR314C	YNL233W	YNL293W	YOL112W	YOR084W	YPL066W	
YAL040C	YDL047W	YER155C	YER167W	YFR040W	YJL098W	YKL092C	YKR028W	YKR072C	YLL024C	YMR028W	YOR188W	
YBL084C	YDL008W	YDR118W	YFR036W	YGL240W	YIR025W	YKL022C	YLL051C	YLR102C	YLR127C	YMR092C	YNL172W	
YBR130C	YCR002C	YDL225W	YDR507C	YER040W	YER118C	YHR107C	YJR076C	YLR096W	YLR314C	YNL139C	YOR084W	
YAL040C	YCL030C	YDL047W	YER155C	YFR040W	YGL229C	YJL098W	YKL092C	YKR028W	YKR072C	YLL024C	YOL145C	
YBR254C	YCL058C	YDL058W	YDR108W	YDR407C	YDR472W	YGL219C	YGR166W	YGR234W	YJR116W	YML077W	YOR115C	
YBL084C	YFR036W	YGL240W	YHR118C	YHR166C	YKL022C	YLL051C	YLR127C	YLR451W	YNL172W	YOR249C	
YBL025W	YBR254C	YDR108W	YDR407C	YGL219C	YGR166W	YGR234W	YJR116W	YMR218C	YOR115C	YOR312C	
YBL025W	YBR093C	YCL058C	YDR246W	YFL005W	YGL219C	YGR166W	YKR068C	YML077W	YNL287W	YOR115C	
YBL025W	YBR254C	YCL058C	YDR472W	YEL036C	YGR166W	YKL139W	YML077W	YMR218C	YOR115C	YOR197W	
YCR002C	YDL225W	YDR507C	YHR107C	YJR076C	YLL021W	YLR314C	YNL233W	YOR084W	YOR156C	YPL066W	
YBL084C	YDR118W	YER161C	YFR036W	YHR166C	YLL051C	YLR102C	YLR127C	YLR451W	YNL172W	YOR249C	
YDL008W	YDR118W	YDR260C	YFR036W	YGL240W	YIR025W	YLR102C	YLR127C	YMR092C	YNL172W	YOR249C	
YAL005C	YAL040C	YCL030C	YDL047W	YER155C	YER167W	YFR040W	YJL098W	YKR028W	YLL024C	YOR188W	
YBL084C	YDL008W	YDR118W	YFR036W	YGL240W	YHR118C	YHR166C	YKL022C	YLL051C	YLR102C	YLR451W	
YDR118W	YER179W	YFR036W	YGL240W	YHR166C	YLL051C	YLR102C	YLR127C	YLR451W	YMR092C	YOR249C	
YBL084C	YDR260C	YFR036W	YGL240W	YIR025W	YKL022C	YLL051C	YLR127C	YNL172W	YOR249C	
YBR270C	YGR058W	YHR077C	YIL105C	YJL162C	YLR433C	YML057W	YMR068W	YNL047C	YPL059W	
YBL084C	YDL008W	YDR118W	YER179W	YFR036W	YGL240W	YHR166C	YLR102C	YLR127C	YLR451W	
YFR036W	YGL240W	YHR118C	YHR166C	YKL022C	YLL051C	YLR102C	YLR127C	YLR451W	YMR092C	
YDL008W	YFR036W	YGL240W	YKL022C	YLL051C	YLR102C	YLR127C	YMR092C	YNL172W	YOR249C	
YBL084C	YDR118W	YFR036W	YGL240W	YHR118C	YKL022C	YLL051C	YLR102C	YLR127C	YNL172W	
YBR172C	YCR067C	YIL004C	YIL109C	YKL074C	YLR026C	YLR268W	YOR075W	YPL085W	YPR181C	
YDL235C	YDR497C	YGL158W	YIL147C	YJL128C	YLR006C	YLR113W	YNR031C	YOR208W	YPL180W	
YAL040C	YCL030C	YDL047W	YER155C	YFR040W	YJL098W	YKL092C	YKR072C	YLL024C	YMR028W	
YDR293C	YDR497C	YER067W	YGL158W	YHR186C	YJR066W	YLR113W	YNL006W	YOL078W	YPL180W	
YBL025W	YCL058C	YDR108W	YDR189W	YDR246W	YGL219C	YGR166W	YGR234W	YKR068C	YOR115C	
YAL040C	YCL030C	YDL047W	YER155C	YER167W	YFR040W	YJL098W	YKR028W	YKR072C	YOL145C	
YCR087C-A	YCR087W	YHL003C	YHR184W	YJR131W	YKL008C	YLR070C	YML064C	YMR298W	YNL107W	
YAL040C	YFL009W	YGR092W	YKL092C	YLL024C	YLR079W	YLR127C	YMR199W	YPL256C	YPR120C	
YBL084C	YDR118W	YDR260C	YFR036W	YGL240W	YHR166C	YLL051C	YLR102C	YMR092C	YOR249C	
YAL021C	YAR007C	YBR173C	YDL042C	YDR227W	YJL076W	YJL173C	YLR442C	YML032C	YNL312W	
YBL025W	YCL058C	YDR108W	YDR407C	YDR472W	YGL219C	YGR166W	YGR234W	YML077W	YOR115C	
YAL043C	YBR205W	YDR390C	YJR093C	YKR002W	YLR115W	YMR061W	YMR182C	YNL317W	YPR107C	
YDL008W	YFR036W	YGL240W	YHR166C	YIR025W	YLL051C	YLR102C	YLR451W	YMR092C	YNL172W	
YBL016W	YDL159W	YDR480W	YEL048C	YGL178W	YGR040W	YHR084W	YIL136W	YPL049C	
YDL008W	YDR260C	YFR036W	YGL240W	YHR166C	YIR025W	YLL051C	YLR451W	YOR249C	
YAL014C	YAL030W	YBL050W	YBR080C	YDR468C	YGR009C	YJR063W	YLR093C	YPL232W	
YDL088C	YER026C	YJL057C	YML031W	YMR129W	YMR153W	YMR298W	YNL234W	YOR028C	
YBR047W	YDL235C	YER118C	YGL158W	YJL128C	YLR096W	YLR113W	YNL139C	YNR031C	
YDR100W	YDR425W	YGL161C	YGL198W	YGR172C	YGR177C	YHR105W	YMR215W	YPL095C	
YBR172C	YGL200C	YHR098C	YLR057W	YLR268W	YML012W	YNL049C	YPL218W	YPR181C	
YBR103W	YDR390C	YGL023C	YJR093C	YKR002W	YLR115W	YMR061W	YOL123W	YPR107C	
YDR006C	YER014C-A	YGR036C	YKL093W	YKL190W	YKL212W	YMR081C	YOR239W	YOR332W	
YBL025W	YCL058C	YDR108W	YDR246W	YDR407C	YGL219C	YGR166W	YGR234W	YIR040C	
YBR172C	YDL188C	YDR075W	YDR498C	YIL109C	YLR268W	YOR075W	YOR380W	YPR040W	
YDL088C	YFR002W	YGL172W	YGR120C	YJL039C	YJL057C	YMR153W	YNL234W	YOR353C	
YGL019W	YGR068C	YIL035C	YIL118W	YLR114C	YNL088W	YOR010C	YOR039W	YOR061W	
YCR002C	YDL225W	YDR085C	YDR507C	YHR107C	YLL021W	YLR314C	YNL233W	YPL066W	
YBR193C	YDL005C	YDL154W	YGL025C	YIL021W	YNR010W	YOL005C	YOL135C	YOR174W	
YDL029W	YDR018C	YDR063W	YIL062C	YJR065C	YKL013C	YKR042W	YLR370C	YNR035C	
YAL023C	YDL095W	YER014C-A	YJR143C	YKL080W	YKL190W	YMR211W	YOR002W	YOR321W	
YAL023C	YDL095W	YER014C-A	YGR036C	YJR143C	YKL190W	YKL212W	YOR321W	YOR332W	
YDL088C	YFR002W	YJL039C	YJL057C	YML031W	YML103C	YMR129W	YMR153W	YNL234W	
YBR050C	YCL046W	YDR028C	YDR477W	YER027C	YER040W	YGL115W	YGL208W	YML110C	
YBL068W	YDR285W	YER099C	YGR135W	YHL011C	YKL181W	YNL036W	YOL061W	YOL069W	
YAL043C	YDR301W	YDR392W	YJR093C	YKR002W	YMR182C	YNL317W	YOR194C	YPR107C	
YBL025W	YDR108W	YDR246W	YDR407C	YGL219C	YGR166W	YGR234W	YMR218C	YOR115C	
YBL084C	YDR118W	YFR036W	YGL240W	YHR166C	YLL051C	YLR102C	YLR451W	YNL172W	
YAL001C	YBR172C	YDR498C	YER148W	YGL241W	YGR246C	YKL074C	YLR268W	YOR075W	
YDR189W	YER157W	YLR026C	YMR316W	
YDL054C	YER140W	YKL056C	YLR285W	
YBR082C	YEL012W	YER100W	YMR022W	
YER044C	YGL001C	YGR060W	YLR100W	
YER159C-A	YOL103W-B	YOR142W-A	YPR158W-A	
YCR045C	YLR294C	YOR190W	YOR348C	
YDL111C	YGR158C	YGR195W	YHR069C	
YGR004W	YGR026W	YLR324W	YPR028W	
YBL080C	YCR106W	YJL096W	YKL191W	
YDL014W	YOR310C	YPL043W	YPR072W	
YBL044W	YBR064W	YJL159W	YNL321W	
YDR238C	YDR385W	YFR051C	YOR133W	
YCR035C	YDL111C	YHR069C	YJL050W	
YCL014W	YIL104C	YJR092W	YNL326C	
YBR009C	YBR010W	YIL126W	YNL031C	
YGL049C	YGR162W	YJL138C	YKR059W	
YKR091W	YMR019W	YNL309W	YOL004W	
YBR154C	YDL140C	YOR224C	YOR341W	
YEL064C	YEL070W	YLR105C	YNR058W	
YGR211W	YIL001W	YJL141C	YOL133W	
YAL035W	YDL220C	YDR082W	YMR106C	
YDL070W	YFL018C	YGL063W	YJR051W	
YDL084W	YER063W	YKL056C	YOR333C	
YDR342C	YER048C	YPL205C	YPR020W	
YBL089W	YDR191W	YOR025W	YOR082C	
YLR266C	YLR377C	YML121W	YNL113W	
YAR033W	YKL174C	YPL036W	YPL136W	
YDR478W	YLR411W	YLR435W	YNL221C	
YDL230W	YIL053W	YOR208W	YPL201C	
YGR163W	YLR377C	YML121W	YOL144W	
YBL079W	YGL016W	YLR335W	YOR194C	
YIL040W	YJR080C	YLL024C	YOR060C	
YKL075C	YNL091W	YNL164C	YOR148C	
YBR064W	YDL023C	YJL159W	YNL321W	
YBR289W	YDL072C	YNL079C	YPL129W	
YDR351W	YHR103W	YJR005W	YOR284W	
YDL071C	YGL097W	YNL155W	YOR364W	
YBR275C	YDR464W	YLR442C	YNL216W	
YBR162W-A	YIL027C	YLR090W	YML108W	
YCR047C	YFL042C	YFL044C	YLR339C	
YDL196W	YDR366C	YER071C	YGR054W	
YBL006C	YDR013W	YDR489W	YFR043C	
YDL001W	YDR207C	YJR094C	YMR139W	
Q0045	Q0275	YER154W	YGL187C	
YLR093C	YLR148W	YLR396C	YOR106W	
YBR285W	YGR003W	YLR297W	YPR156C	
Q0250	YBR037C	YER154W	YLL009C	
YKL093W	YMR081C	YOR172W	YOR239W	
YDR020C	YGR079W	YJR056C	YNR012W	
YDR009W	YGL048C	YML051W	YPL248C	
YDR387C	YML069W	YNL102W	YOR292C	
YBR302C	YMR146C	YPL105C	YPR063C	
YBR196C	YDL215C	YGL229C	YJL211C	
YBR027C	YDL011C	YLR353W	YOR046C	
YAR061W	YDR264C	YJR086W	YMR182C	
YCR014C	YJL110C	YKR034W	YOL085C	
YBR050C	YBR055C	YDR028C	YPR082C	
YBR296C	YHR187W	YHR188C	YJR015W	
YER002W	YHR066W	YHR088W	YMR049C	
YBR058C	YOL059W	YOL113W	YOL132W	
YDR097C	YMR167W	YNL082W	YPL164C	
YBR027C	YHL007C	YLR353W	YOR046C	
YBR110W	YDL055C	YHR211W	YOR360C	
YDR030C	YIL104C	YLR175W	YNL124W	
YGR059W	YHR023W	YMR065W	YPR188C	
YDL161W	YJR125C	YLR206W	YOR111W	
YGL053W	YJL134W	YOR245C	YOR307C	
YGL201C	YIR033W	YKL020C	YLR233C	
YDL220C	YDR082W	YMR106C	YMR284W	
YBR068C	YCL018W	YDR160W	YKL106W	
YDR502C	YER161C	YGL201C	YPL125W	
YAL030W	YBL050W	YLR093C	YPL232W	
YDL054C	YGR173W	YIL162W	YMR319C	
YHR169W	YKL075C	YNL091W	YNL164C	
YDL070W	YGL063W	YLR399C	YOL131W	
YDR499W	YER070W	YML058W	YNL116W	
YDR189W	YER125W	YMR316W	YOR385W	
YDL089W	YMR039C	YMR316C-B	YPR028W	
YAL038W	YOR226C	YOR347C	YPL088W	
YDR061W	YLL010C	YLR019W	YOR043W	
YHR170W	YIR012W	YJR004C	YLR075W	
YKL142W	YMR210W	YMR243C	YNL096C	
YEL037C	YER012W	YFR050C	YMR276W	
YCR028C	YGL145W	YMR020W	YOR075W	
YJL141C	YLR213C	YOL133W	YOR197W	
YER062C	YIL053W	YOR208W	YPL201C	
YBL046W	YDR285W	YNL201C	YPR101W	
YDR166C	YIL068C	YLR166C	YPL179W	
YKL093W	YKL212W	YMR081C	YOR239W	
YKL142W	YMR165C	YMR210W	YMR243C	
YDL089W	YGR004W	YMR316C-B	YPR028W	
YGL200C	YLR057W	YLR124W	YML012W	
YDR326C	YIL105C	YNL047C	YPL059W	
YHL027W	YIL131C	YJL056C	YOR275C	
YGR082W	YLR157C	YNL070W	YPR133W-A	
YBL095W	YBR162C	YNL217W	YOL028C	
YEL002C	YGL226C-A	YGR227W	YPL227C	
YDR027C	YDR484W	YJL029C	YJR060W	
YAL064W	YGL166W	YKR011C	YML006C	
YAR066W	YDR074W	YKL128C	YMR261C	
YBR091C	YDL217C	YEL020W-A	YHR005C-A	
YAL036C	YDR152W	YGR250C	YIR001C	
YDR390C	YKR002W	YLR115W	YNL317W	
YBR040W	YBR130C	YCL040W	YJL071W	
YGL214W	YLR435W	YML107C	YNL221C	
Q0250	YBR024W	YBR037C	YLL009C	
YDL070W	YGL063W	YNL266W	YOL131W	
YBR123C	YCR012W	YHR117W	YOR110W	
YBL050W	YBR080C	YLR093C	YOR106W	
YHR034C	YKR065C	YLR036C	YLR241W	
YBL092W	YDR026C	YDR110W	YKR092C	
YFR037C	YGL184C	YJR031C	YML127W	
YLR227C	YML133C	YOR089C	YPR174C	
YAL030W	YHR161C	YMR183C	YPL232W	
YDL059C	YFL009W	YGR049W	YGR278W	
YBR285W	YLR297W	YPR037C	YPR156C	
YBL014C	YHL004W	YML043C	YOR158W	
YAL023C	YDL095W	YOR002W	YOR321W	
YGR071C	YHR109W	YJL010C	YPL128C	
YAR003W	YDR140W	YIL151C	YLR121C	
YBL043W	YBL100W-A	YJL162C	YPL059W	
YDL106C	YFR034C	YKR099W	YLR058C	
YBR047W	YCR073C	YJL128C	YNR031C	
YBR042C	YFL027C	YHR115C	YKL195W	
YER064C	YNL157W	YPL212C	YPR125W	
YBR296C	YHR188C	YLR137W	YML089C	
YDL081C	YGR209C	YPL005W	YPR078C	
YEL041W	YHR115C	YJR049C	YKL009W	
YER153C	YGR222W	YJL170C	YNR045W	
YBR019C	YEL016C	YHL019C	YOL150C	
YBL088C	YBR136W	YDR499W	YML058W	
YBR119W	YJL023C	YLR449W	YNL227C	
YDR227W	YLR442C	YMR106C	YMR284W	
YGR160W	YIR033W	YKL020C	YLR233C	
YER078C	YFL027C	YHR115C	YOR215C	
YBR178W	YDL210W	YHR094C	YHR122W	
YHR186C	YJR066W	YNL006W	YOL078W	
YDL140C	YOR116C	YOR224C	YOR341W	
YGL206C	YHL019C	YLR170C	YPR029C	
YBR102C	YDR166C	YLR166C	YPR055W	
YBL002W	YCR040W	YDR224C	YPR041W	
YBR047W	YCR073C	YJL128C	YLR006C	
YBR019C	YFR043C	YHL019C	YPR029C	
YBR162C	YNL217W	YOL028C	YPR155C	
YIL074C	YKL001C	YLR053C	YNL311C	
YGR010W	YHL025W	YLR236C	YLR438W	
YCR093W	YDR376W	YER068W	YIR024C	
YBR202W	YEL032W	YIL150C	YLR274W	
YIL085C	YLR325C	YLR351C	YOR327C	
YGR003W	YJR050W	YLR297W	YPR156C	
YCR030C	YDR158W	YJR126C	YMR132C	
YGL180W	YGR196C	YGR253C	YPR185W	
YCR052W	YFR037C	YML127W	YMR091C	
YIL023C	YKL126W	YMR104C	YOR154W	
YDR390C	YKR002W	YMR061W	YNL317W	
YCR047C	YFL044C	YLR339C	YNL282W	
YBL056W	YDR514C	YNL173C	YOR020C	
YDL208W	YHL034C	YHR072W-A	YHR089C	
YGL043W	YIL021W	YOR151C	YOR210W	
YGL200C	YIL109C	YML012W	YPR181C	
YGR024C	YIL082W	YKL090W	YPL128C	
YGL105W	YGL245W	YGR264C	YKL205W	
YDL106C	YFR034C	YGR233C	YOL001W	
YBR285W	YJR050W	YLR297W	YPR156C	
YBR207W	YDR379W	YGR152C	YOR068C	
YCR060W	YHR034C	YKR065C	YLR241W	
YBR229C	YHR185C	YIL007C	YMR200W	
YBR119W	YLR223C	YNL227C	YNL277W	
YBL045C	YBR162W-A	YIL027C	YLR090W	
YDR021W	YDR299W	YER127W	YGR145W	
YEL037C	YER012W	YFR050C	YLR441C	
YDR068W	YER103W	YGL065C	YPR001W	
YDL070W	YFL018C	YGL063W	YLR399C	
YBR112C	YCR039C	YCR084C	YDR043C	
YIL092W	YLR161W	YNL187W	YNR028W	
YCL014W	YIL104C	YLR030W	YNL326C	
YKL135C	YLR329W	YOL108C	YPL259C	
YDL195W	YGR057C	YIL109C	YPL085W	
YBR091C	YEL020W-A	YHR005C-A	YOR297C	
YGL105W	YGL245W	YGR264C	YHL020C	
YIL074C	YKL087C	YLR053C	YLR285W	
YCR099C	YGR203W	YHR148W	YIL059C	
YDL111C	YGR195W	YLR293C	YOL021C	
YBL092W	YDR398W	YER032W	YMR093W	
YDR179C	YHR187W	YHR188C	YJR015W	
YHR143W-A	YIL025C	YOR006C	YOR352W	
YDL042C	YDR227W	YER151C	YLR442C	
YBR068C	YJL129C	YKR050W	YOR133W	
YEL064C	YIR034C	YNR058W	YOR242C	
YGL016W	YGL058W	YKL058W	YOR194C	
YBL089W	YIL085C	YLR325C	YOR327C	
YIL149C	YKR095W	YLR435W	YML107C	
YDR357C	YLR275W	YOL106W	YPR182W	
YDR200C	YFR008W	YLR395C	YMR029C	
YBR068C	YJL129C	YKL106W	YOR133W	
YBR042C	YHR115C	YLR215C	YOR215C	
YAL035W	YGR156W	YLR241W	YMR260C	
YBL066C	YDR017C	YDR099W	YGR117C	
YDR503C	YER049W	YGR271W	YNR074C	
YDR490C	YHR207C	YIR044C	YLR466W	
YBR082C	YDR059C	YDR177W	YMR022W	
YFL023W	YJR072C	YLR243W	YOR262W	
YGL171W	YHL034C	YHR072W-A	YHR089C	
YIL103W	YJL096W	YKL191W	YOL075C	
YDR349C	YLR099C	YOR007C	YOR164C	
YDL062W	YLR115W	YLR277C	YLR437C	
YBR048W	YDR025W	YDR450W	YOR037W	
YDL133W	YDR200C	YLR238W	YMR052W	
YER037W	YER052C	YIR014W	YKR079C	
YBR284W	YDL238C	YJR090C	YPR158W-B	
YDR271C	YDR509W	YKR021W	YOR244W	
YBR019C	YFR045W	YHL019C	YPR029C	
YGR267C	YLR151C	YPL003W	YPR066W	
YBR244W	YDR364C	YGR006W	YLR117C	
YER045C	YGR247W	YMR195W	YOR059C	
YFL009W	YJL200C	YLR213C	YOL133W	
YGR047C	YGR246C	YJL011C	YLR257W	
YJR102C	YLR417W	YML015C	YMR077C	
YAL058W	YKL197C	YNL329C	YOR236W	
YDR383C	YJL019W	YOL104C	YOR257W	
Q0250	Q0275	YER154W	YOR121C	
YBL040C	YCR067C	YDR044W	YDR077W	
YBR137W	YDR349C	YOL016C	YOR007C	
YAR035W	YBL027W	YBR084C-A	YGR069W	
YBL021C	YGL230C	YKL109W	YOR358W	
YDL056W	YLR182W	YOR158W	YOR159C	
YBR195C	YGR167W	YGR241C	YNL183C	
YGL097W	YJL138C	YKR059W	YOR204W	
YDL014W	YLR197W	YOR310C	YPL043W	
YBR077C	YGR201C	YKR007W	YOR045W	
YDL054C	YER140W	YGR173W	YMR319C	
YER051W	YIL151C	YLR121C	YMR310C	
YBL059W	YCR099C	YGR262C	YHR148W	
YCR106W	YIL103W	YJL096W	YKL191W	
YDL005C	YDL154W	YGL025C	YOR174W	
YCR068W	YER019W	YER104W	YPR065W	
YJL019W	YNL188W	YOL104C	YOR257W	
YDR063W	YJR065C	YKL013C	YNR035C	
YBL051C	YDR140W	YIL151C	YLR121C	
YER044C	YGR060W	YJL202C	YLR100W	
YAL023C	YDL095W	YJR143C	YOR321W	
YAL038W	YNL307C	YOR226C	YPL088W	
YEL063C	YGR057C	YOR345C	YPL139C	
YDL140C	YGL130W	YKL005C	YML010W	
YBR042C	YFL027C	YHR115C	YLR215C	
YAL043C	YAR061W	YDR301W	YMR182C	
YCL014W	YIL104C	YMR296C	YNL326C	
YDL051W	YDR395W	YIL133C	YOL127W	
YDL210W	YGL230C	YKL110C	YOR161C	
YEL042W	YER073W	YLR250W	YPL257W	
YGR174C	YHR195W	YIL079C	YOL115W	
YDR387C	YGL212W	YMR053C	YOR292C	
YBL043W	YBL100W-A	YJL162C	YNL229C	
YDL140C	YGL130W	YJR017C	YKL005C	
YDR383C	YLR417W	YOL104C	YPL002C	
YBR019C	YFR045W	YHL019C	YKL135C	
YGL090W	YHR174W	YLR265C	YPR053C	
YHR136C	YLR195C	YMR246W	YNL088W	
YBR213W	YGR165W	YLR035C	YMR206W	
YCL011C	YDR120C	YGR165W	YLR035C	
YAL003W	YBR118W	YLR249W	YPR080W	
YAR031W	YCR030C	YJR126C	YMR132C	
YFR004W	YHR102W	YIR011C	YOR257W	
YDL012C	YHR032W	YIL172C	YJL065C	
YER045C	YGR213C	YHR134W	YOR059C	
YCL055W	YGL036W	YGL192W	YNL196C	
YDR503C	YER049W	YIL169C	YNR074C	
YGL171W	YHR072W-A	YHR089C	YMR229C	
YDL088C	YGR010W	YLR438W	YML031W	
YCL054W	YDL014W	YLR197W	YOR310C	
YDL020C	YFR052W	YIL075C	YLR421C	
YEL005C	YEL013W	YNL086W	YPR185W	
YCL038C	YDR384C	YMR009W	YPL222W	
YGR003W	YLR297W	YPR037C	YPR156C	
YGL105W	YGL245W	YHL020C	YKL098W	
YAL001C	YGR047C	YGR246C	YNR003C	
YBL071C	YBR060C	YNL261W	YPR019W	
YAL016W	YGL100W	YNL042W	YOR014W	
YJR080C	YLL024C	YLR459W	YNL301C	
YER154W	YNL151C	YNR003C	YPR190C	
YCR052W	YIL084C	YLR321C	YNL202W	
YDR455C	YLL046C	YLR173W	YOR108W	
YDL024C	YEL017W	YIL119C	YPR174C	
YDL044C	YDR505C	YGR056W	YOR100C	
YDR169C	YMR019W	YNL309W	YOL004W	
YHL036W	YIR022W	YML055W	YPR163C	
YBL040C	YCR067C	YDR077W	YPL085W	
YBL068W	YER099C	YER163C	YOL061W	
YIL115C	YJR132W	YLR335W	YMR080C	
YDL193W	YDR516C	YFL022C	YGR169C	
YAL056W	YDL035C	YER020W	YNL124W	
YBL081W	YBR212W	YDL167C	YOR167C	
YGL107C	YJR070C	YLR225C	YNL141W	
YBL066C	YBR127C	YGR117C	YML091C	
YAR003W	YDR140W	YIL151C	YNR046W	
YGL090W	YHR174W	YIL091C	YLR265C	
YBR171W	YCL057W	YDL020C	YOR254C	
YBR082C	YDR177W	YEL012W	YMR022W	
YBR006W	YCL010C	YHR053C	YKL023W	
YGL043W	YIL021W	YOL005C	YOR151C	
YBL014C	YHL004W	YJL025W	YOR158W	
YBR082C	YDR059C	YER100W	YMR022W	
YBR229C	YHR101C	YKL203C	YMR200W	
YER078C	YFL027C	YGR091W	YHR115C	
YCR099C	YGR203W	YGR205W	YLL026W	
YDR326C	YER007C-A	YIL105C	YMR068W	
YDR063W	YIL062C	YJR065C	YKL013C	
YBR079C	YMR146C	YOR361C	YPR041W	
YGL053W	YJL134W	YLR065C	YOR307C	
YGL053W	YJL134W	YLR065C	YOL107W	
YER037W	YER052C	YGR168C	YIR018W	
YDL108W	YDR527W	YOR151C	YOR210W	
YDR227W	YLR442C	YMR284W	YNL216W	
YBR286W	YER156C	YOR035C	YPL200W	
YLR396C	YMR231W	YOR106W	YPL045W	
YCR057C	YGR154C	YLR198C	YPL094C	
YHR077C	YJR132W	YLR363C	YMR080C	
YCL018W	YDR160W	YFR029W	YKL106W	
YGR124W	YJL025W	YKL137W	YML043C	
YBR270C	YNL004W	YNL018C	YOL075C	
YGL097W	YNL155W	YOR204W	YOR364W	
YFR002W	YJL057C	YML103C	YMR129W	
YER161C	YGL201C	YIL150C	YLR233C	
YBR217W	YHR171W	YLR031W	YNR007C	
YAR031W	YCR030C	YDR158W	YMR132C	
YDL006W	YDL230W	YIL147C	YOR208W	
YBL052C	YFL067W	YHR056C	YNL258C	
YGR180C	YIL097W	YJL026W	YPL227C	
YBR082C	YDR059C	YEL012W	YMR022W	
YHR060W	YLR203C	YOR270C	YPL019C	
YGR158C	YKL174C	YLR345W	YPL036W	
YCL046W	YML028W	YOR213C	YPL208W	
YJL143W	YJR045C	YML054C	YNR017W	
YDR172W	YDR300C	YGR205W	YLL026W	
YAL064W	YKR011C	YMR149W	YOR279C	
YAL003W	YBR118W	YKL081W	YPR080W	
YGR065C	YJL199C	YLR198C	YPL094C	
YBR068C	YDR385W	YJL129C	YOR133W	
YDL217C	YGL177W	YJL054W	YLL006W	
YKL174C	YLR345W	YPL036W	YPL136W	
YIR042C	YMR186W	YOR027W	YPL240C	
YHL003C	YKL008C	YMR298W	YNL107W	
YBL088C	YBR136W	YDR499W	YGR180C	
YDL084W	YER063W	YPL172C	YPR057W	
YHR060W	YKL119C	YOR270C	YPL019C	
YDR152W	YGR173W	YIL162W	YMR319C	
YBR009C	YGR116W	YNL030W	YNL031C	
YGL236C	YIL068C	YMR023C	YPL179W	
YBR019C	YHL019C	YOL150C	YPR029C	
YJL064W	YJL143W	YNR017W	YNR029C	
YBL006C	YDR013W	YDR489W	YJL072C	
YDL076C	YKL047W	YLR098C	YPL130W	
YBL002W	YCL066W	YCR040W	YDR224C	
YEL064C	YFL026W	YIR034C	YOR242C	
YAL056W	YDL035C	YER020W	YOR371C	
YGL237C	YGR236C	YKL109W	YOR358W	
YHL027W	YIL131C	YJL056C	YNL042W	
YBR055C	YDR028C	YHR165C	snRNA_U5	
YDR059C	YEL012W	YER100W	YMR022W	
YBR230C	YDR506C	YGL100W	YOR014W	
YJR102C	YKL052C	YLR417W	YMR077C	
YBR178W	YDL210W	YDR267C	YHR122W	
YGL075C	YGL093W	YJR112W	YLR086W	
YNR004W	YPL004C	YPL074W	YPL157W	
YDR455C	YFR047C	YLL046C	YOR108W	
YDR384C	YGR048W	YMR009W	YPL222W	
YDR021W	YDR299W	YER127W	YML130C	
YJL082W	YJR005W	YKL072W	YLR014C	
YDL188C	YDR075W	YMR028W	YPR040W	
YER068W	YIL038C	YPL043W	YPR072W	
YGL200C	YLR124W	YML012W	YPR181C	
YDR140W	YIL151C	YLR121C	YNR046W	
YBR091C	YEL020W-A	YHR005C-A	YOR334W	
YDR108W	YDR246W	YDR407C	YGR234W	
YBR265W	YCR107W	YLR255C	YOR114W	
YDR435C	YFL040W	YLR349W	YMR159C	
YDR027C	YDR484W	YGR245C	YJL029C	
YJR074W	YOR034C	YOR171C	YOR185C	
YDL232W	YGR227W	YOR085W	YPL227C	
YCR014C	YDL203C	YJL110C	YOL085C	
YCL040W	YML014W	YML099C	YMR042W	
YBR034C	YBR185C	YER017C	YMR089C	
YDR387C	YGL207W	YML069W	YOR292C	
YHR005C-A	YHR035W	YLL013C	YMR056C	
YGR071C	YHR109W	YKL090W	YPL128C	
YHL019C	YHR068W	YKL135C	YPL259C	
YDR490C	YHR207C	YIR044C	YOL100W	
YDR363W-A	YMR287C	YPL029W	YPR055W	
YHR050W	YKR089C	YLR224W	YOR057W	
YDR108W	YGR234W	YIR040C	YNL007C	
YDL020C	YIL075C	YLR421C	YOR254C	
YBR061C	YBR300C	YGR219W	YHR059W	
YDR078C	YHL006C	YLR046C	YNL021W	
YFL016C	YHL045W	YKL189W	YKR006C	
YHL025W	YLR236C	YLR328W	YLR438W	
YKL056C	YKL087C	YLR053C	YLR285W	
YDR216W	YGL138C	YGR123C	YMR021C	
YHL036W	YLR157C	YPR106W	YPR163C	
YER113C	YGL138C	YGR123C	YMR021C	
YDR299W	YER127W	YGR145W	YIL121W	
